,一共游戏场数,4602
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,恶之波动	原始之力	速度强化,385,75.34%,38
,,恶之波动	原始之力	伤药	,133,67.51%,4
,,恶之波动	原始之力	攻击强化,20,74.07%,3
,,恶之波动	原始之力	万灵药,10,47.62%,5
,,恶之波动	流沙地狱	伤药	,6,100.0%,1
,,尖石攻击	原始之力	伤药	,2,66.67%,2
,,恶之波动	流沙地狱	速度强化,1,100.0%,1
,,尖石攻击	原始之力	速度强化,1,100.0%,1
,,尖石攻击	流沙地狱	万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	力量头带	弱点保险,106,75.18%,10
,,猛攻哑铃	气势头带	弱点保险,176,70.97%,9
,,气势头带	力量头带	焦点镜,85,72.03%,9
,,气势头带	焦点镜	弱点保险,19,73.08%,4
,,猛攻哑铃	气势头带	力量头带,10,71.43%,3
,,力量头带	锐利之爪	焦点镜,7,77.78%,2
,,气势头带	锐利之爪	弱点保险,75,68.81%,1
,,猛攻哑铃	锐利之爪	弱点保险,54,75.0%,1
,,亿奥斯饼干	气势头带	弱点保险,13,86.67%,1
,,猛攻哑铃	力量头带	焦点镜,3,100.0%,1
,,锐利之爪	焦点镜	弱点保险,3,100.0%,1
,,救援屏障	气势头带	弱点保险,3,50.0%,1
,,亿奥斯饼干	猛攻哑铃	力量头带,2,100.0%,1
,,猛攻哑铃	轻石		弱点保险,1,100.0%,1
,,能量增幅器	锐利之爪	焦点镜,1,100.0%,1
3,快龙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,68,15.41%,493,69.53%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,がみおす,71,73.2%
,,つんつん_YT,41,68.33%
,,竜舞ぱらてゃ,39,73.58%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,龙之舞	破坏光线	逃脱按键,225,70.09%,23
,,龙之舞	破坏光线	万灵药,220,69.84%,32
,,龙之舞	破坏光线	攻击强化,40,67.8%,19
,,龙之舞	破坏光线	速度强化,8,61.54%,1
,,龙之舞	逆鳞		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	力量头带	锐利之爪,258,68.44%,34
,,气势头带	力量头带	焦点镜,62,68.13%,14
,,力量头带	锐利之爪	焦点镜,25,73.53%,5
,,救援屏障	气势头带	力量头带,75,73.53%,3
,,得分护盾	气势头带	力量头带,45,70.31%,2
,,猛攻哑铃	力量头带	锐利之爪,15,75.0%,1
,,猛攻哑铃	气势头带	弱点保险,3,100.0%,1
,,猛攻哑铃	力量头带	焦点镜,3,75.0%,1
,,气势头带	力量头带	弱点保险,2,66.67%,1
,,猛攻哑铃	气势头带	力量头带,1,100.0%,1
,,救援屏障	力量头带	锐利之爪,1,100.0%,1
,,力量头带	锐利之爪	弱点保险,0,0.0%,1
,,能量增幅器	气势头带	贝壳之铃,0,0.0%,1
4,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,65,15.19%,513,73.39%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Kenoken,60,69.77%
,,eLeru,47,77.05%
,,Mdhiasbi,44,77.19%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,踩踏		热带踢	攻击强化,308,75.68%,29
,,踩踏		青草滑梯	速度强化,94,68.12%,8
,,踩踏		热带踢	速度强化,69,73.4%,28
,,踩踏		青草滑梯	攻击强化,18,72.0%,7
,,踩踏		热带踢	万灵药,16,64.0%,7
,,三旋击	热带踢	攻击强化,4,80.0%,3
,,三旋击	青草滑梯	万灵药,3,100.0%,2
,,三旋击	热带踢	速度强化,1,100.0%,1
,,三旋击	热带踢	万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	弱点保险,349,74.1%,42
,,猛攻哑铃	气势头带	力量头带,38,74.51%,6
,,猛攻哑铃	力量头带	弱点保险,20,83.33%,5
,,能量增幅器	猛攻哑铃	弱点保险,64,68.09%,3
,,亿奥斯饼干	猛攻哑铃	弱点保险,29,76.32%,3
,,猛攻哑铃	锐利之爪	弱点保险,2,66.67%,2
,,亿奥斯饼干	猛攻哑铃	力量头带,4,80.0%,1
,,亿奥斯饼干	猛攻哑铃	气势头带,1,50.0%,1
,,猛攻哑铃	气势头带	锐利之爪,0,0.0%,1
5,古月鸟,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,65,14.39%,454,68.58%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SirWaddleTTV,74,70.48%
,,RvG_yäma,59,63.44%
,,紅天,58,72.5%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜水		空气斩	逃脱按键,432,68.68%,56
,,潜水		空气斩	伤药	,17,80.95%,5
,,冲浪		暴风		逃脱按键,3,33.33%,6
,,潜水		空气斩	速度强化,2,100.0%,2
,,冲浪		空气斩	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	气势头带	博识眼镜,290,68.88%,19
,,能量增幅器	进击眼镜	气势头带,18,72.0%,6
,,讲究眼镜	救援屏障	气势头带,1,25.0%,4
,,讲究眼镜	进击眼镜	气势头带,20,68.97%,3
,,讲究眼镜	救援屏障	博识眼镜,4,80.0%,3
,,能量增幅器	气势头带	贝壳之铃,4,40.0%,3
,,讲究眼镜	气势头带	贝壳之铃,36,72.0%,2
,,进击眼镜	气势头带	博识眼镜,27,77.14%,2
,,讲究眼镜	能量增幅器	气势头带,15,78.95%,2
,,亿奥斯饼干	进击眼镜	气势头带,6,85.71%,2
,,能量增幅器	救援屏障	贝壳之铃,2,50.0%,2
,,讲究眼镜	能量增幅器	贝壳之铃,1,50.0%,2
,,讲究眼镜	进击眼镜	贝壳之铃,8,61.54%,1
,,讲究眼镜	救援屏障	贝壳之铃,3,75.0%,1
,,能量增幅器	锐利之爪	贝壳之铃,2,100.0%,1
,,进击眼镜	气势头带	焦点镜,2,100.0%,1
,,讲究眼镜	能量增幅器	博识眼镜,2,50.0%,1
,,讲究眼镜	亿奥斯饼干	进击眼镜,1,100.0%,1
,,能量增幅器	救援屏障	博识眼镜,1,100.0%,1
,,气势头带	力量头带	博识眼镜,1,50.0%,1
,,能量增幅器	进击眼镜	博识眼镜,1,50.0%,1
,,讲究眼镜	能量增幅器	救援屏障,1,33.33%,1
,,讲究眼镜	贝壳之铃	博识眼镜,0,0.0%,1
,,讲究眼镜	气势头带	锐利之爪,0,0.0%,1
,,救援屏障	进击眼镜	气势头带,0,0.0%,1
6,胡帕,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,42,11.36%,363,69.41%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Toloman,55,68.75%
,,ghostpopRuby,54,59.34%
,,jĹ,46,74.19%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜灵奇袭	异次元洞	逃脱按键,126,70.79%,6
,,潜灵奇袭	异次元洞	速度强化,96,60.76%,18
,,异次元猛攻	幻象光线	速度强化,45,83.33%,13
,,暗影球	异次元洞	速度强化,35,66.04%,13
,,暗影球	异次元洞	逃脱按键,28,75.68%,2
,,异次元猛攻	幻象光线	逃脱按键,26,83.87%,8
,,暗影球	异次元洞	攻击强化,2,100.0%,1
,,潜灵奇袭	异次元洞	攻击强化,2,50.0%,4
,,潜灵奇袭	戏法		逃脱按键,1,100.0%,1
,,异次元猛攻	幻象光线	攻击强化,1,100.0%,1
,,潜灵奇袭	戏法		速度强化,1,50.0%,2
,,潜灵奇袭	异次元洞	伤药	,0,0.0%,1
,,潜灵奇袭	戏法		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	力量头带,324,69.08%,26
,,救援屏障	气势头带	力量头带,3,50.0%,6
,,救援屏障	学习装置	力量头带,12,100.0%,2
,,讲究眼镜	气势头带	力量头带,0,0.0%,2
,,讲究眼镜	学习装置	气势头带,17,80.95%,1
,,能量增幅器	学习装置	贝壳之铃,1,100.0%,1
,,救援屏障	学习装置	气势头带,0,0.0%,1
,,讲究眼镜	气势头带	博识眼镜,0,0.0%,1
,,讲究眼镜	能量增幅器	力量头带,0,0.0%,1
7,冰伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,41,8.91%,282,68.78%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,RustyMoon,76,69.72%
,,ซันสาเก้,37,78.72%
,,WtrlnAMeloTV,24,68.57%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰锥		冰砾		逃脱按键,130,71.04%,10
,,冰锥		冰砾		速度强化,91,69.47%,23
,,冰锥		冰砾		攻击强化,28,60.87%,5
,,冰冻之风	冷冻干燥	速度强化,17,70.83%,7
,,冰冻之风	冷冻干燥	逃脱按键,13,76.47%,1
,,冰冻之风	冰砾		速度强化,2,100.0%,2
,,冰锥		冰砾		万灵药,1,25.0%,2
,,冰锥		冷冻干燥	逃脱按键,0,0.0%,1
,,冰锥		冷冻干燥	速度强化,0,0.0%,1
,,冰锥		冰砾		向尾喵的尾巴,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	能量增幅器	博识眼镜,62,71.26%,6
,,讲究眼镜	气势头带	博识眼镜,93,71.54%,5
,,能量增幅器	气势头带	博识眼镜,46,67.65%,3
,,讲究眼镜	贝壳之铃	博识眼镜,11,61.11%,3
,,能量增幅器	力量头带	博识眼镜,10,62.5%,3
,,进击眼镜	气势头带	焦点镜,20,74.07%,2
,,进击眼镜	焦点镜	博识眼镜,13,72.22%,2
,,讲究眼镜	气势头带	力量头带,1,50.0%,2
,,进击眼镜	气势头带	力量头带,1,50.0%,2
,,讲究眼镜	能量增幅器	气势头带,0,0.0%,2
,,讲究眼镜	力量头带	博识眼镜,16,80.0%,1
,,讲究眼镜	能量增幅器	焦点镜,2,100.0%,1
,,能量增幅器	力量头带	焦点镜,2,66.67%,1
,,气势头带	力量头带	博识眼镜,2,40.0%,1
,,气势头带	力量头带	焦点镜,1,100.0%,1
,,能量增幅器	焦点镜	贝壳之铃,1,100.0%,1
,,能量增幅器	救援屏障	力量头带,1,100.0%,1
,,讲究眼镜	能量增幅器	贝壳之铃,0,0.0%,1
,,讲究眼镜	焦点镜	博识眼镜,0,0.0%,1
,,讲究眼镜	进击眼镜	博识眼镜,0,0.0%,1
8,甲贺忍蛙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,35,8.19%,252,66.84%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,20FF,78,60.47%
,,caligola999,23,79.31%
,,Sora火,22,73.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		烟幕		攻击强化,162,65.85%,23
,,冲浪		烟幕		逃脱按键,52,73.24%,5
,,冲浪		烟幕		万灵药,30,69.77%,8
,,飞水手里剑	影子分身	速度强化,4,57.14%,3
,,飞水手里剑	影子分身	攻击强化,2,50.0%,2
,,飞水手里剑	烟幕		万灵药,1,100.0%,1
,,冲浪		影子分身	攻击强化,1,50.0%,1
,,飞水手里剑	烟幕		攻击强化,0,0.0%,1
,,飞水手里剑	影子分身	万灵药,0,0.0%,1
,,冲浪		影子分身	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	力量头带	焦点镜,225,65.6%,29
,,能量增幅器	力量头带	焦点镜,17,85.0%,2
,,猛攻哑铃	锐利之爪	焦点镜,4,50.0%,1
,,救援屏障	力量头带	焦点镜,3,100.0%,1
,,气势头带	力量头带	焦点镜,2,100.0%,1
,,能量增幅器	猛攻哑铃	力量头带,1,100.0%,1
9,卡比兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,39,6.08%,198,70.71%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,IX・PikaDiff,50,73.53%
,,Reckzz,29,80.56%
,,gokussj434,25,71.43%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,重磅冲撞	挡路		速度强化,163,69.07%,29
,,重磅冲撞	挡路		逃脱按键,32,80.0%,9
,,抓狂		哈欠		速度强化,2,100.0%,2
,,抓狂		挡路		速度强化,1,100.0%,1
,,抓狂		哈欠		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,救援屏障	学习装置	气势头带,143,71.86%,19
,,救援屏障	得分护盾	气势头带,18,69.23%,8
,,救援屏障	亿奥斯饼干	气势头带,18,58.06%,5
,,得分护盾	学习装置	气势头带,9,100.0%,1
,,救援屏障	气势头带	力量头带,1,100.0%,1
,,救援屏障	亿奥斯饼干	猛攻哑铃,1,100.0%,1
,,救援屏障	猛攻哑铃	气势头带,0,0.0%,1
,,亿奥斯饼干	猛攻哑铃	气势头带,0,0.0%,1
10,闪焰王牌,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,49,5.93%,178,65.2%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,すずね,32,84.21%
,,Savior,27,65.85%
,,Emiku,25,69.44%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,火焰踢	蓄能焰袭	逃脱按键,86,69.92%,22
,,火焰踢	蓄能焰袭	万灵药,75,65.22%,20
,,火焰踢	蓄能焰袭	攻击强化,13,46.43%,10
,,火焰踢	佯攻		攻击强化,2,50.0%,4
,,火焰球	蓄能焰袭	攻击强化,1,100.0%,1
,,火焰踢	佯攻		逃脱按键,1,100.0%,1
,,火焰球	佯攻		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	锐利之爪	焦点镜,104,64.2%,28
,,气势头带	力量头带	焦点镜,24,58.54%,9
,,猛攻哑铃	力量头带	焦点镜,46,73.02%,7
,,救援屏障	力量头带	焦点镜,2,50.0%,2
,,能量增幅器	力量头带	焦点镜,0,0.0%,1
11,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,46,5.58%,166,64.59%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,KlausVIII,18,85.71%
,,BH・Overlord,15,65.22%
,,Aurimakii,14,73.68%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,神速		骨棒乱打	万灵药,119,67.23%,31
,,神速		骨棒乱打	速度强化,25,67.57%,14
,,增强拳	近身战	速度强化,18,60.0%,13
,,神速		近身战	速度强化,2,100.0%,2
,,神速		骨棒乱打	伤药	,1,50.0%,1
,,增强拳	近身战	逃脱按键,1,50.0%,2
,,增强拳	近身战	攻击强化,0,0.0%,4
,,神速		近身战	伤药	,0,0.0%,1
,,增强拳	骨棒乱打	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	锐利之爪	弱点保险,40,61.54%,16
,,猛攻哑铃	力量头带	弱点保险,59,66.29%,14
,,猛攻哑铃	力量头带	锐利之爪,57,67.06%,10
,,猛攻哑铃	气势头带	锐利之爪,0,0.0%,2
,,猛攻哑铃	气势头带	力量头带,4,66.67%,1
,,得分护盾	猛攻哑铃	锐利之爪,3,50.0%,1
,,猛攻哑铃	气势头带	弱点保险,2,100.0%,1
11,坚盾剑怪,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,45,5.58%,167,64.98%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,jyonson,38,79.17%
,,Evilgenius2,21,63.64%
,,Sora火,9,64.29%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,圣剑		广域防守	伤药	,85,67.46%,15
,,圣剑		广域防守	速度强化,56,61.54%,21
,,圣剑		广域防守	逃脱按键,14,63.64%,7
,,圣剑		广域防守	攻击强化,5,71.43%,3
,,圣剑		广域防守	万灵药,3,50.0%,3
,,暗影爪	广域防守	伤药	,2,100.0%,2
,,圣剑		铁头		伤药	,1,100.0%,1
,,暗影爪	铁头		攻击强化,1,50.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	弱点保险,81,61.83%,20
,,气势头带	力量头带	弱点保险,20,64.52%,5
,,气势头带	锐利之爪	弱点保险,8,57.14%,5
,,救援屏障	猛攻哑铃	弱点保险,8,61.54%,2
,,猛攻哑铃	力量头带	锐利之爪,2,50.0%,2
,,能量增幅器	气势头带	弱点保险,38,79.17%,1
,,能量增幅器	猛攻哑铃	弱点保险,3,75.0%,1
,,气势头带	焦点镜	弱点保险,2,100.0%,1
,,救援屏障	锐利之爪	弱点保险,2,100.0%,1
,,亿奥斯饼干	猛攻哑铃	弱点保险,1,100.0%,1
,,猛攻哑铃	气势头带	锐利之爪,1,100.0%,1
,,猛攻哑铃	锐利之爪	焦点镜,1,50.0%,1
,,猛攻哑铃	气势头带	力量头带,0,0.0%,1
,,猛攻哑铃	轻石		气势头带,0,0.0%,1
,,救援屏障	猛攻哑铃	焦点镜,0,0.0%,1
13,仙子伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,21,3.59%,99,60.0%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,昼寝ひみ,64,59.81%
,,新時代の王,11,52.38%
,,INF・Anemo,8,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,巨声		冥想		逃脱按键,64,59.81%,1
,,巨声		冥想		速度强化,35,62.5%,18
,,魔法火焰	吸取之吻	伤药	,0,0.0%,1
,,巨声		冥想		伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	气势头带	博识眼镜,17,54.84%,10
,,讲究眼镜	进击眼镜	气势头带,8,57.14%,3
,,讲究眼镜	进击眼镜	博识眼镜,3,75.0%,3
,,讲究眼镜	贝壳之铃	博识眼镜,64,59.81%,1
,,力量头带	贝壳之铃	博识眼镜,4,80.0%,1
,,能量增幅器	力量头带	贝壳之铃,2,100.0%,1
,,进击眼镜	气势头带	贝壳之铃,1,100.0%,1
,,讲究眼镜	能量增幅器	贝壳之铃,0,0.0%,1
14,朽木妖,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,28,3.56%,120,73.17%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,昼寝ひみ,55,79.71%
,,Pachyrisu,22,75.86%
,,わららりっく,9,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,咒术		木角		伤药	,76,74.51%,12
,,咒术		木角		速度强化,33,68.75%,15
,,咒术		木角		向尾喵的尾巴,10,83.33%,4
,,咒术		木角		逃脱按键,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,亿奥斯饼干	猛攻哑铃	气势头带,52,76.47%,15
,,救援屏障	气势头带	弱点保险,61,77.22%,3
,,猛攻哑铃	气势头带	弱点保险,0,0.0%,3
,,猛攻哑铃	气势头带	力量头带,4,66.67%,2
,,气势头带	力量头带	弱点保险,2,40.0%,2
,,救援屏障	猛攻哑铃	气势头带,1,100.0%,1
,,救援屏障	得分护盾	气势头带,0,0.0%,1
,,能量增幅器	猛攻哑铃	力量头带,0,0.0%,1
15,怪力,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,52,3.48%,101,63.12%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ttvbiguzi__,14,73.68%
,,FS・Shrey,10,66.67%
,,TE・FreaK,6,54.55%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,十字劈	爆裂拳	逃脱按键,47,62.67%,27
,,近身战	爆裂拳	逃脱按键,33,64.71%,22
,,十字劈	地狱翻滚	逃脱按键,7,77.78%,1
,,近身战	爆裂拳	攻击强化,5,62.5%,2
,,近身战	爆裂拳	速度强化,5,55.56%,3
,,十字劈	爆裂拳	速度强化,2,66.67%,3
,,十字劈	爆裂拳	攻击强化,2,40.0%,3
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	锐利之爪,30,63.83%,12
,,猛攻哑铃	气势头带	力量头带,27,64.29%,12
,,猛攻哑铃	力量头带	焦点镜,21,63.64%,7
,,猛攻哑铃	锐利之爪	焦点镜,7,58.33%,5
,,猛攻哑铃	气势头带	焦点镜,2,40.0%,4
,,猛攻哑铃	力量头带	锐利之爪,6,85.71%,3
,,能量增幅器	猛攻哑铃	焦点镜,2,100.0%,2
,,能量增幅器	猛攻哑铃	气势头带,2,100.0%,1
,,猛攻哑铃	力量头带	弱点保险,2,40.0%,1
,,能量增幅器	力量头带	焦点镜,1,100.0%,1
,,猛攻哑铃	气势头带	弱点保险,1,100.0%,1
,,亿奥斯饼干	猛攻哑铃	力量头带,0,0.0%,1
,,猛攻哑铃	学习装置	气势头带,0,0.0%,1
,,能量增幅器	气势头带	力量头带,0,0.0%,1
16,捷拉奥拉,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,22,3.09%,92,64.79%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,芥川やま,24,66.67%
,,BH・Overlord,23,76.67%
,,IsWillヅ,20,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,伏特替换	放电		攻击强化,83,67.48%,13
,,电光		疯狂伏特	攻击强化,5,55.56%,4
,,电光		疯狂伏特	逃脱按键,2,100.0%,1
,,伏特替换	放电		逃脱按键,1,100.0%,1
,,伏特替换	放电		向尾喵的尾巴,1,25.0%,2
,,伏特替换	放电		万灵药,0,0.0%,1
,,伏特替换	放电		速度强化,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,能量增幅器	力量头带	弱点保险,29,69.05%,2
,,能量增幅器	气势头带	力量头带,24,77.42%,2
,,气势头带	力量头带	弱点保险,7,58.33%,2
,,能量增幅器	猛攻哑铃	力量头带,1,25.0%,2
,,气势头带	锐利之爪	弱点保险,1,25.0%,2
,,救援屏障	力量头带	锐利之爪,0,0.0%,2
,,力量头带	锐利之爪	弱点保险,20,66.67%,1
,,气势头带	锐利之爪	焦点镜,3,50.0%,1
,,力量头带	锐利之爪	焦点镜,2,100.0%,1
,,能量增幅器	气势头带	弱点保险,1,100.0%,1
,,能量增幅器	救援屏障	弱点保险,1,100.0%,1
,,能量增幅器	救援屏障	力量头带,1,100.0%,1
,,猛攻哑铃	力量头带	焦点镜,1,100.0%,1
,,气势头带	力量头带	锐利之爪,1,33.33%,1
,,猛攻哑铃	锐利之爪	弱点保险,0,0.0%,1
,,猛攻哑铃	气势头带	锐利之爪,0,0.0%,1
17,阿勃梭鲁,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,20,2.89%,84,63.16%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,KAiシ,63,69.23%
,,IX・nudo,12,70.59%
,,20FF,2,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,追打		精神利刃	速度强化,48,69.57%,1
,,暗袭要害	精神利刃	速度强化,15,68.18%,1
,,暗袭要害	突袭		攻击强化,12,70.59%,1
,,暗袭要害	突袭		逃脱按键,4,36.36%,9
,,暗袭要害	精神利刃	向尾喵的尾巴,1,100.0%,1
,,追打		突袭		万灵药,1,100.0%,1
,,暗袭要害	突袭		万灵药,1,100.0%,1
,,暗袭要害	精神利刃	万灵药,1,50.0%,2
,,追打		精神利刃	万灵药,1,50.0%,1
,,暗袭要害	精神利刃	攻击强化,0,0.0%,1
,,暗袭要害	精神利刃	逃脱按键,0,0.0%,3
,,追打		突袭		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
