,一共游戏场数,2511
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,精神强念	力量互换	速度强化,420,79.4%,29
,,精神强念	力量互换	伤药	,79,79.8%,5
,,念力		力量互换	速度强化,78,86.67%,11
,,念力		力量互换	得分加速装置,26,81.25%,2
,,念力		屏障		速度强化,18,75.0%,2
,,精神强念	力量互换	得分加速装置,13,81.25%,4
,,念力		力量互换	逃脱按键,6,85.71%,2
,,精神强念	力量互换	逃脱按键,5,71.43%,3
,,念力		屏障		得分加速装置,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,能量增幅器	进击眼镜	气势头带,126,85.14%,9
,,得分护盾	进击眼镜	气势头带,156,75.0%,8
,,讲究眼镜	进击眼镜	气势头带,138,83.64%,7
,,讲究眼镜	救援屏障	气势头带,33,70.21%,3
,,亿奥斯饼干	进击眼镜	气势头带,5,83.33%,3
,,讲究眼镜	进击眼镜	博识眼镜,73,79.35%,2
,,救援屏障	进击眼镜	气势头带,4,80.0%,2
,,突击背心	学习装置	气势头带,44,91.67%,1
,,能量增幅器	救援屏障	气势头带,31,68.89%,1
,,进击眼镜	气势头带	博识眼镜,25,92.59%,1
,,能量增幅器	贝壳之铃	博识眼镜,4,57.14%,1
,,讲究眼镜	救援屏障	进击眼镜,3,100.0%,1
,,救援屏障	得分护盾	气势头带,2,100.0%,1
,,讲究眼镜	得分护盾	气势头带,1,50.0%,1
3,阿勃梭鲁,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,31,17.01%,317,74.24%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,T2_Mame,38,97.44%
,,とまぽよまる,37,74.0%
,,T2_Ruin,30,78.95%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,追打		突袭		得分加速装置,144,79.12%,9
,,追打		突袭		逃脱按键,96,68.09%,17
,,暗袭要害	突袭		逃脱按键,21,84.0%,7
,,追打		精神利刃	逃脱按键,15,75.0%,2
,,追打		突袭		攻击强化,12,80.0%,2
,,追打		突袭		速度强化,8,61.54%,3
,,暗袭要害	精神利刃	逃脱按键,7,70.0%,4
,,追打		突袭		万灵药,3,75.0%,3
,,追打		突袭		伤药	,3,75.0%,1
,,暗袭要害	精神利刃	速度强化,2,100.0%,1
,,暗袭要害	突袭		攻击强化,2,100.0%,1
,,暗袭要害	精神利刃	攻击强化,1,100.0%,1
,,暗袭要害	突袭		向尾喵的尾巴,1,100.0%,1
,,追打		精神利刃	攻击强化,1,50.0%,1
,,暗袭要害	突袭		伤药	,1,50.0%,1
,,追打		精神利刃	速度强化,0,0.0%,1
,,追打		精神利刃	得分加速装置,0,0.0%,1
,,暗袭要害	精神利刃	伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	锐利之爪	焦点镜,64,75.29%,8
,,得分护盾	锐利之爪	焦点镜,178,74.79%,7
,,气势头带	锐利之爪	焦点镜,17,85.0%,6
,,猛攻哑铃	气势头带	焦点镜,16,72.73%,5
,,气势头带	焦点镜	弱点保险,22,62.86%,1
,,轻石		锐利之爪	焦点镜,16,80.0%,1
,,救援屏障	锐利之爪	焦点镜,4,80.0%,1
,,得分护盾	猛攻哑铃	焦点镜,0,0.0%,1
,,亿奥斯饼干	猛攻哑铃	轻石	,0,0.0%,1
4,冰伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,33,15.77%,319,80.56%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Katie,38,80.85%
,,すみぽこら,36,75.0%
,,TR・Kyō京,34,87.18%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰冻之风	冷冻干燥	速度强化,142,81.14%,18
,,冰冻之风	冷冻干燥	攻击强化,103,79.84%,10
,,冰冻之风	冷冻干燥	万灵药,39,81.25%,2
,,冰冻之风	冷冻干燥	逃脱按键,32,80.0%,9
,,冰冻之风	冰砾		速度强化,2,100.0%,2
,,冰锥		冰砾		速度强化,1,100.0%,1
,,冰锥		冰砾		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	焦点镜	博识眼镜,135,78.95%,7
,,讲究眼镜	进击眼镜	焦点镜,19,86.36%,5
,,讲究眼镜	焦点镜	贝壳之铃,92,82.88%,4
,,讲究眼镜	能量增幅器	进击眼镜,36,90.0%,2
,,进击眼镜	焦点镜	博识眼镜,3,75.0%,2
,,讲究眼镜	气势头带	博识眼镜,2,100.0%,2
,,讲究眼镜	能量增幅器	博识眼镜,17,73.91%,1
,,讲究眼镜	力量头带	博识眼镜,4,80.0%,1
,,讲究眼镜	气势头带	力量头带,3,75.0%,1
,,讲究眼镜	进击眼镜	气势头带,2,50.0%,1
,,能量增幅器	焦点镜	博识眼镜,1,100.0%,1
,,能量增幅器	力量头带	博识眼镜,1,100.0%,1
,,救援屏障	力量头带	焦点镜,1,100.0%,1
,,气势头带	焦点镜	博识眼镜,1,100.0%,1
,,讲究眼镜	能量增幅器	焦点镜,1,50.0%,1
,,讲究眼镜	气势头带	贝壳之铃,1,33.33%,1
,,讲究眼镜	气势头带	焦点镜,0,0.0%,1
5,坚盾剑怪,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,41,15.29%,286,74.48%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,RB_pyi,46,95.83%
,,T2_Haruta,37,74.0%
,,逆張りヤ一ド,35,77.78%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,圣剑		广域防守	伤药	,169,77.88%,25
,,圣剑		广域防守	万灵药,57,79.17%,4
,,圣剑		铁头		伤药	,32,64.0%,2
,,圣剑		广域防守	速度强化,23,67.65%,11
,,圣剑		广域防守	攻击强化,2,100.0%,1
,,圣剑		广域防守	逃脱按键,2,40.0%,4
,,暗影爪	铁头		万灵药,1,50.0%,1
,,圣剑		铁头		速度强化,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	弱点保险,28,65.12%,13
,,气势头带	力量头带	弱点保险,172,75.77%,11
,,气势头带	锐利之爪	弱点保险,19,90.48%,4
,,气势头带	力量头带	锐利之爪,6,60.0%,3
,,救援屏障	力量头带	弱点保险,2,100.0%,2
,,突击背心	气势头带	力量头带,35,77.78%,1
,,救援屏障	气势头带	弱点保险,6,75.0%,1
,,轻石		气势头带	力量头带,6,75.0%,1
,,亿奥斯饼干	猛攻哑铃	力量头带,6,66.67%,1
,,救援屏障	锐利之爪	弱点保险,2,100.0%,1
,,亿奥斯饼干	猛攻哑铃	气势头带,2,50.0%,1
,,猛攻哑铃	气势头带	力量头带,1,50.0%,1
,,气势头带	焦点镜	弱点保险,1,33.33%,1
6,古月鸟,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,18,11.63%,226,77.4%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,TON・GG,45,97.83%
,,tatsroVT,37,74.0%
,,ぴーうぃ軍団,34,70.83%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜水		空气斩	逃脱按键,190,76.31%,16
,,潜水		空气斩	伤药	,34,82.93%,2
,,冲浪		暴风		伤药	,2,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	气势头带	博识眼镜,129,76.33%,5
,,讲究眼镜	进击眼镜	气势头带,44,72.13%,4
,,讲究眼镜	救援屏障	博识眼镜,1,50.0%,2
,,讲究眼镜	救援屏障	气势头带,31,86.11%,1
,,讲究眼镜	贝壳之铃	博识眼镜,10,90.91%,1
,,亿奥斯饼干	进击眼镜	气势头带,5,83.33%,1
,,讲究眼镜	气势头带	贝壳之铃,2,100.0%,1
,,能量增幅器	进击眼镜	气势头带,2,66.67%,1
,,讲究眼镜	得分护盾	气势头带,1,100.0%,1
,,能量增幅器	救援屏障	贝壳之铃,1,100.0%,1
7,卡比兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,29,11.27%,223,78.8%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,RNSヤYang,40,86.96%
,,IX・PikaDiff,39,78.0%
,,Ghost?ㅤ,27,90.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,重磅冲撞	挡路		速度强化,213,78.89%,26
,,重磅冲撞	挡路		逃脱按键,8,80.0%,4
,,抓狂		挡路		速度强化,1,100.0%,1
,,抓狂		挡路		攻击强化,1,100.0%,1
,,重磅冲撞	哈欠		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,救援屏障	学习装置	气势头带,130,77.84%,13
,,救援屏障	得分护盾	气势头带,18,72.0%,8
,,突击背心	救援屏障	气势头带,41,85.42%,2
,,突击背心	得分护盾	学习装置,15,75.0%,1
,,救援屏障	轻石		气势头带,10,83.33%,1
,,救援屏障	气势头带	凸凸头盔,5,100.0%,1
,,突击背心	亿奥斯饼干	气势头带,4,100.0%,1
,,得分护盾	力量头带	焦点镜,0,0.0%,1
,,救援屏障	亿奥斯饼干	气势头带,0,0.0%,1
8,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,34,10.67%,192,71.64%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ルカ専かえで,35,71.43%
,,Ёйigма,28,63.64%
,,Sareyu,26,76.47%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,神速		骨棒乱打	万灵药,144,72.73%,23
,,增强拳	近身战	速度强化,26,72.22%,5
,,神速		骨棒乱打	速度强化,20,68.97%,9
,,增强拳	近身战	攻击强化,2,100.0%,1
,,增强拳	骨棒乱打	速度强化,0,0.0%,1
,,神速		骨棒乱打	攻击强化,0,0.0%,1
,,神速		近身战	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	锐利之爪	弱点保险,104,69.8%,12
,,猛攻哑铃	力量头带	弱点保险,66,73.33%,10
,,猛攻哑铃	力量头带	锐利之爪,6,75.0%,5
,,猛攻哑铃	轻石		力量头带,6,66.67%,3
,,猛攻哑铃	轻石		弱点保险,7,77.78%,2
,,救援屏障	猛攻哑铃	锐利之爪,2,100.0%,1
,,猛攻哑铃	气势头带	锐利之爪,1,100.0%,1
9,喷火龙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,23,8.0%,152,75.62%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,OGwastaken,37,80.43%
,,ttvArtryuu,32,76.19%
,,Overseert,17,85.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,喷射火焰	大字爆炎	速度强化,76,80.0%,13
,,喷射火焰	大字爆炎	万灵药,35,72.92%,3
,,喷射火焰	大字爆炎	攻击强化,23,67.65%,6
,,喷射火焰	大字爆炎	逃脱按键,17,85.0%,1
,,喷射火焰	闪焰冲锋	速度强化,1,25.0%,3
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	力量头带	焦点镜,74,78.72%,10
,,气势头带	力量头带	焦点镜,41,70.69%,9
,,能量增幅器	力量头带	焦点镜,32,76.19%,1
,,能量增幅器	气势头带	力量头带,2,100.0%,1
,,猛攻哑铃	气势头带	焦点镜,2,50.0%,1
,,猛攻哑铃	气势头带	力量头带,1,100.0%,1
10,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,21,4.18%,78,74.29%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,fwii・YT,33,75.0%
,,空銀子好き,8,88.89%
,,RP.Lance,8,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,踩踏		青草滑梯	速度强化,33,75.0%,1
,,踩踏		热带踢	攻击强化,12,85.71%,5
,,踩踏		热带踢	速度强化,10,83.33%,6
,,踩踏		热带踢	万灵药,8,61.54%,2
,,三旋击	青草滑梯	速度强化,6,75.0%,2
,,三旋击	热带踢	攻击强化,2,100.0%,1
,,三旋击	青草滑梯	攻击强化,2,66.67%,3
,,踩踏		热带踢	得分加速装置,2,50.0%,1
,,三旋击	青草滑梯	万灵药,2,50.0%,3
,,三旋击	热带踢	速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	弱点保险,24,72.73%,8
,,猛攻哑铃	力量头带	弱点保险,5,71.43%,4
,,得分护盾	猛攻哑铃	弱点保险,33,73.33%,2
,,猛攻哑铃	气势头带	力量头带,3,75.0%,2
,,猛攻哑铃	气势头带	锐利之爪,6,85.71%,1
,,猛攻哑铃	锐利之爪	弱点保险,3,100.0%,1
,,得分护盾	轻石		气势头带,2,50.0%,1
,,猛攻哑铃	焦点镜	弱点保险,1,100.0%,1
,,亿奥斯饼干	猛攻哑铃	弱点保险,1,100.0%,1
11,耿鬼,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,16,3.86%,67,69.07%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,TE・Bora,35,79.55%
,,QLASH・YanG,9,56.25%
,,OGひraithe,6,85.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,污泥炸弹	祸不单行	速度强化,36,81.82%,2
,,暗影球	食梦		逃脱按键,11,61.11%,4
,,污泥炸弹	祸不单行	万灵药,9,50.0%,5
,,污泥炸弹	祸不单行	逃脱按键,7,63.64%,6
,,污泥炸弹	祸不单行	攻击强化,2,100.0%,1
,,暗影球	食梦		万灵药,2,66.67%,2
,,暗影球	食梦		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	进击眼镜	博识眼镜,7,77.78%,6
,,讲究眼镜	贝壳之铃	博识眼镜,41,71.93%,3
,,讲究眼镜	气势头带	博识眼镜,11,57.89%,3
,,能量增幅器	贝壳之铃	博识眼镜,6,85.71%,1
,,能量增幅器	进击眼镜	贝壳之铃,2,66.67%,1
,,讲究眼镜	救援屏障	进击眼镜,0,0.0%,1
,,得分护盾	进击眼镜	博识眼镜,0,0.0%,1
12,烈箭鹰,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,16,3.39%,70,82.35%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,KainLance,41,89.13%
,,TR・Kyō京,8,88.89%
,,GhatIue,5,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,蓄能焰袭	飞翔		逃脱按键,46,88.46%,6
,,蓄能焰袭	飞翔		得分加速装置,23,71.88%,11
,,蓄能焰袭	飞翔		攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,得分护盾	亿奥斯饼干	轻石	,50,89.29%,4
,,得分护盾	轻石		气势头带,9,75.0%,2
,,救援屏障	得分护盾	猛攻哑铃,3,75.0%,1
,,得分护盾	亿奥斯饼干	猛攻哑铃,2,100.0%,1
,,得分护盾	猛攻哑铃	锐利之爪,2,100.0%,1
,,猛攻哑铃	力量头带	焦点镜,2,100.0%,1
,,猛攻哑铃	气势头带	锐利之爪,1,100.0%,1
,,得分护盾	猛攻哑铃	气势头带,1,100.0%,1
,,得分护盾	猛攻哑铃	轻石	,0,0.0%,1
,,能量增幅器	得分护盾	轻石	,0,0.0%,1
,,猛攻哑铃	轻石		锐利之爪,0,0.0%,1
,,救援屏障	得分护盾	锐利之爪,0,0.0%,1
13,藏饱栗鼠,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,18,3.19%,60,75.0%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,GhatIue,17,89.47%
,,XIS・Mazo,8,80.0%
,,OH・Olivotec,5,83.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,打嗝		渴望		向尾喵的尾巴,35,70.0%,14
,,打嗝		渴望		速度强化,23,88.46%,3
,,打嗝		渴望		伤药	,1,100.0%,1
,,打嗝		渴望		得分加速装置,1,50.0%,1
,,种子机关枪	大快朵颐	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,救援屏障	猛攻哑铃	气势头带,4,80.0%,3
,,得分护盾	轻石		气势头带,4,44.44%,3
,,得分护盾	猛攻哑铃	气势头带,6,85.71%,2
,,亿奥斯饼干	猛攻哑铃	弱点保险,4,80.0%,2
,,亿奥斯饼干	猛攻哑铃	气势头带,2,66.67%,2
,,能量增幅器	救援屏障	猛攻哑铃,17,89.47%,1
,,能量增幅器	猛攻哑铃	气势头带,8,80.0%,1
,,得分护盾	气势头带	弱点保险,5,62.5%,1
,,得分护盾	亿奥斯饼干	猛攻哑铃,4,100.0%,1
,,猛攻哑铃	气势头带	弱点保险,3,75.0%,1
,,能量增幅器	猛攻哑铃	轻石	,3,50.0%,1
14,甲贺忍蛙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,17,3.15%,61,77.22%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Trafyyy,24,75.0%
,,T2_Mame,7,100.0%
,,BH・kyriaos,4,80.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		烟幕		逃脱按键,24,75.0%,3
,,冲浪		烟幕		攻击强化,23,82.14%,10
,,冲浪		烟幕		万灵药,14,73.68%,6
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	力量头带	焦点镜,31,81.58%,14
,,力量头带	锐利之爪	焦点镜,27,75.0%,2
,,猛攻哑铃	气势头带	力量头带,3,60.0%,1
15,快龙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,6,2.51%,49,77.78%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,鞘師,35,77.78%
,,RNSヤMaybe,10,76.92%
,,junglebook1,1,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,龙之舞	破坏光线	伤药	,35,77.78%,1
,,龙之舞	破坏光线	万灵药,6,85.71%,3
,,龙之舞	破坏光线	速度强化,6,75.0%,1
,,神速		逆鳞		攻击强化,1,100.0%,1
,,龙之舞	破坏光线	攻击强化,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	力量头带	焦点镜,13,76.47%,4
,,力量头带	锐利之爪	焦点镜,35,77.78%,1
,,气势头带	力量头带	锐利之爪,1,100.0%,1
16,妖火红狐,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,13,2.43%,49,80.33%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Replicate?,11,91.67%
,,GCT.5ZiR10,11,64.71%
,,Overseert,5,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,魔法火焰	蓄能焰袭	速度强化,35,76.09%,7
,,魔法火焰	蓄能焰袭	逃脱按键,11,100.0%,4
,,魔法火焰	火焰旋涡	速度强化,2,66.67%,2
,,魔法火焰	火焰旋涡	逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,讲究眼镜	能量增幅器	博识眼镜,16,66.67%,2
,,能量增幅器	救援屏障	贝壳之铃,5,100.0%,2
,,讲究眼镜	能量增幅器	气势头带,4,100.0%,2
,,能量增幅器	救援屏障	博识眼镜,11,91.67%,1
,,讲究眼镜	进击眼镜	气势头带,5,100.0%,1
,,讲究眼镜	能量增幅器	贝壳之铃,3,60.0%,1
,,能量增幅器	救援屏障	气势头带,2,100.0%,1
,,讲究眼镜	气势头带	贝壳之铃,2,100.0%,1
,,讲究眼镜	救援屏障	气势头带,1,100.0%,1
,,能量增幅器	气势头带	贝壳之铃,0,0.0%,1
17,怪力,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,12,2.23%,43,76.79%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,KurakeOsoru,17,80.95%
,,HashOP,6,85.71%
,,TE・FreaK,5,55.56%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,十字劈	地狱翻滚	速度强化,17,80.95%,1
,,十字劈	爆裂拳	逃脱按键,13,81.25%,6
,,近身战	爆裂拳	逃脱按键,11,64.71%,6
,,十字劈	爆裂拳	速度强化,1,100.0%,1
,,近身战	爆裂拳	速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	锐利之爪,22,81.48%,3
,,猛攻哑铃	气势头带	焦点镜,10,83.33%,3
,,猛攻哑铃	气势头带	力量头带,8,61.54%,3
,,猛攻哑铃	力量头带	焦点镜,1,100.0%,1
,,猛攻哑铃	锐利之爪	焦点镜,1,100.0%,1
,,气势头带	力量头带	锐利之爪,1,50.0%,1
18,班基拉斯,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,8,1.83%,35,76.09%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,PotatoUwU,13,92.86%
,,GhatIue,7,63.64%
,,HashOP,4,80.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,恶之波动	原始之力	速度强化,29,80.56%,7
,,恶之波动	流沙地狱	速度强化,4,50.0%,3
,,恶之波动	原始之力	伤药	,2,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	弱点保险,10,62.5%,3
,,猛攻哑铃	气势头带	力量头带,13,92.86%,1
,,猛攻哑铃	气势头带	焦点镜,4,80.0%,1
,,气势头带	力量头带	焦点镜,4,66.67%,1
,,气势头带	力量头带	弱点保险,2,100.0%,1
,,气势头带	锐利之爪	弱点保险,2,66.67%,1
19,胡帕,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,8,1.71%,32,74.42%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,GG・indieツ,23,71.88%
,,ghostpopRuby,3,100.0%
,,Reckzz,2,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜灵奇袭	戏法		速度强化,21,72.41%,4
,,异次元猛攻	幻象光线	速度强化,5,100.0%,3
,,潜灵奇袭	异次元洞	速度强化,4,80.0%,2
,,暗影球	戏法		速度强化,1,100.0%,1
,,潜灵奇袭	戏法		伤药	,1,33.33%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	力量头带,27,71.05%,5
,,能量增幅器	学习装置	力量头带,3,100.0%,1
,,能量增幅器	学习装置	贝壳之铃,1,100.0%,1
,,救援屏障	学习装置	力量头带,1,100.0%,1
20,闪焰王牌,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,8,1.15%,24,82.76%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Trafyyy,10,83.33%
,,XIS・Mazo,9,100.0%
