,一共游戏场数,4978
,,日光束	光墙		逃脱按键,190,67.14%,48
,,电球		高速移动	逃脱按键,129,72.47%,39
,,冲浪		高速移动	逃脱按键,108,75.0%,44
,,日光束	光墙		万灵药,74,71.15%,14
,,电球		高速移动	万灵药,62,80.52%,11
,,冲浪		高速移动	万灵药,35,74.47%,12
,,电球		指导		逃脱按键,20,86.96%,17
,,日光束	高速移动	逃脱按键,20,68.97%,14
,,电球		光墙		逃脱按键,13,86.67%,8
,,日光束	光墙		速度强化,8,61.54%,3
,,冲浪		光墙		逃脱按键,5,62.5%,5
,,电球		指导		万灵药,3,75.0%,3
,,冲浪		指导		逃脱按键,3,60.0%,5
,,电球		高速移动	速度强化,2,50.0%,2
,,冲浪		高速移动	速度强化,2,40.0%,2
,,日光束	高速移动	万灵药,1,100.0%,1
,,日光束	高速移动	攻击强化,1,100.0%,1
,,电球		光墙		万灵药,1,100.0%,1
,,冲浪		光墙		万灵药,1,100.0%,1
,,日光束	光墙		攻击强化,0,0.0%,1
,,电球		指导		速度强化,0,0.0%,1
,,电球		高速移动	伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	讲究眼镜	进击眼镜,205,70.69%,34
,,博识眼镜	讲究眼镜	贝壳之铃,205,67.88%,23
,,博识眼镜	学习装置	讲究眼镜,262,76.16%,10
,,学习装置	讲究眼镜	进击眼镜,5,83.33%,1
,,博识眼镜	学习装置	进击眼镜,1,50.0%,1
,,学习装置	气势头带	讲究眼镜,0,0.0%,1
3,妖火红狐,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,72,18.18%,689,76.13%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,luke_lol_123,69,76.67%
,,ねこ_豚足,56,70.89%
,,牛乳ロックで,54,77.14%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,魔法火焰	蓄能焰袭	逃脱按键,371,73.03%,55
,,魔法火焰	蓄能焰袭	万灵药,297,81.15%,32
,,魔法火焰	火焰旋涡	逃脱按键,15,65.22%,10
,,魔法火焰	蓄能焰袭	速度强化,4,100.0%,3
,,大字爆炎	蓄能焰袭	逃脱按键,1,100.0%,1
,,魔法火焰	火焰旋涡	万灵药,1,50.0%,2
,,魔法火焰	火焰旋涡	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,能量增幅器	讲究眼镜	贝壳之铃,343,77.6%,37
,,救援屏障	能量增幅器	贝壳之铃,78,73.58%,8
,,博识眼镜	讲究眼镜	贝壳之铃,60,83.33%,6
,,气势头带	能量增幅器	讲究眼镜,85,76.58%,4
,,博识眼镜	能量增幅器	讲究眼镜,32,74.42%,4
,,博识眼镜	能量增幅器	贝壳之铃,10,71.43%,3
,,救援屏障	能量增幅器	讲究眼镜,6,66.67%,3
,,救援屏障	气势头带	能量增幅器,5,62.5%,2
,,博识眼镜	气势头带	讲究眼镜,2,50.0%,2
,,救援屏障	能量增幅器	进击眼镜,54,77.14%,1
,,博识眼镜	救援屏障	讲究眼镜,12,52.17%,1
,,救援屏障	讲究眼镜	贝壳之铃,2,66.67%,1
4,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,59,13.54%,497,73.74%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,井上まく,70,81.4%
,,とうわたYT,48,76.19%
,,Ditto'柊,42,68.85%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三重攻击	高速移动	万灵药,304,73.43%,32
,,啄钻		飞踢		万灵药,137,71.73%,37
,,三重攻击	飞踢		万灵药,29,90.62%,9
,,三重攻击	高速移动	逃脱按键,20,71.43%,1
,,啄钻		飞踢		得分加速装置,3,100.0%,1
,,啄钻		高速移动	万灵药,2,100.0%,2
,,啄钻		高速移动	得分加速装置,1,100.0%,1
,,三重攻击	高速移动	得分加速装置,1,100.0%,1
,,三重攻击	高速移动	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	轻石	锐利之爪,271,72.07%,29
,,亿奥斯饼干	猛攻哑铃	锐利之爪,107,82.31%,15
,,得分护盾	猛攻哑铃	锐利之爪,18,78.26%,6
,,治愈王冠	猛攻哑铃	锐利之爪,21,65.62%,3
,,亿奥斯饼干	得分护盾	猛攻哑铃,21,61.76%,2
,,力量头带	猛攻哑铃	锐利之爪,48,76.19%,1
,,气势头带	猛攻哑铃	轻石,6,85.71%,1
,,猛攻哑铃	能量增幅器	锐利之爪,4,57.14%,1
,,亿奥斯饼干	猛攻哑铃	轻石,1,50.0%,1
5,巨钳螳螂,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,52,10.08%,352,70.12%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Pistеriо,82,80.39%
,,Holly__,69,74.19%
,,ßrøteinShake,22,78.57%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,双翼		剑舞		万灵药,174,72.2%,33
,,双翼		二连击	万灵药,154,68.44%,28
,,双翼		二连击	攻击强化,10,83.33%,1
,,子弹拳	剑舞		万灵药,8,66.67%,6
,,双翼		剑舞		逃脱按键,2,100.0%,2
,,子弹拳	剑舞		攻击强化,1,100.0%,1
,,子弹拳	二连击	伤药	,1,100.0%,1
,,子弹拳	二连击	万灵药,1,50.0%,2
,,双翼		二连击	逃脱按键,1,33.33%,2
,,子弹拳	剑舞		逃脱按键,0,0.0%,1
,,子弹拳	剑舞		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	能量增幅器	锐利之爪,166,74.44%,11
,,猛攻哑铃	能量增幅器	锐利之爪,47,61.04%,11
,,气势头带	猛攻哑铃	锐利之爪,34,58.62%,10
,,力量头带	能量增幅器	锐利之爪,27,72.97%,6
,,气势头带	猛攻哑铃	能量增幅器,16,84.21%,3
,,弱点保险	猛攻哑铃	锐利之爪,24,61.54%,2
,,弱点保险	气势头带	猛攻哑铃,1,50.0%,2
,,弱点保险	气势头带	锐利之爪,22,78.57%,1
,,弱点保险	气势头带	能量增幅器,11,84.62%,1
,,力量头带	气势头带	锐利之爪,1,100.0%,1
,,弱点保险	能量增幅器	锐利之爪,1,100.0%,1
,,力量头带	气势头带	能量增幅器,1,100.0%,1
,,亿奥斯饼干	弱点保险	猛攻哑铃,1,50.0%,1
,,救援屏障	能量增幅器	锐利之爪,0,0.0%,1
6,皮可西,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,44,8.86%,319,72.34%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,poohphaza,41,75.93%
,,Ansh_Blade,39,59.09%
,,TMB・Kira,32,84.21%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,月光		重力		速度强化,249,71.14%,31
,,月光		看我嘛	速度强化,29,78.38%,7
,,月光		重力		逃脱按键,18,78.26%,12
,,月光		重力		迟缓烟雾,7,77.78%,2
,,吸取之吻	看我嘛	速度强化,4,80.0%,5
,,吸取之吻	看我嘛	逃脱按键,4,80.0%,3
,,月光		看我嘛	逃脱按键,2,66.67%,2
,,月光		重力		万灵药,2,66.67%,2
,,月光		看我嘛	迟缓烟雾,1,100.0%,1
,,吸取之吻	重力		速度强化,1,100.0%,1
,,吸取之吻	看我嘛	攻击强化,1,100.0%,1
,,月光		重力		伤药	,1,50.0%,2
,,月光		重力		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	进击眼镜,68,77.27%,9
,,博识眼镜	学习装置	气势头带,79,71.17%,6
,,学习装置	救援屏障	气势头带,22,91.67%,5
,,博识眼镜	学习装置	救援屏障,31,83.78%,3
,,学习装置	救援屏障	能量增幅器,6,75.0%,3
,,博识眼镜	气势头带	进击眼镜,8,57.14%,2
,,博识眼镜	学习装置	能量增幅器,6,54.55%,2
,,学习装置	气势头带	能量增幅器,39,59.09%,1
,,学习装置	气势头带	贝壳之铃,25,83.33%,1
,,救援屏障	能量增幅器	进击眼镜,8,66.67%,1
,,博识眼镜	贝壳之铃	进击眼镜,6,60.0%,1
,,博识眼镜	讲究眼镜	进击眼镜,4,100.0%,1
,,气势头带	讲究眼镜	进击眼镜,4,66.67%,1
,,博识眼镜	学习装置	进击眼镜,3,100.0%,1
,,博识眼镜	救援屏障	讲究眼镜,2,100.0%,1
,,救援屏障	气势头带	能量增幅器,2,66.67%,1
,,学习装置	气势头带	讲究眼镜,2,33.33%,1
,,学习装置	救援屏障	进击眼镜,1,100.0%,1
,,气势头带	能量增幅器	讲究眼镜,1,100.0%,1
,,学习装置	能量增幅器	进击眼镜,1,100.0%,1
,,救援屏障	气势头带	进击眼镜,1,33.33%,1
7,勾魂眼,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,25,8.36%,315,75.72%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,코미ㅤ,90,81.82%
,,悪魔ですます,68,71.58%
,,Fe2,59,77.63%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,影子偷袭	奇异之光	速度强化,205,78.54%,11
,,拍落		奇异之光	速度强化,69,70.41%,9
,,拍落		奇异之光	逃脱按键,21,70.0%,3
,,拍落		出奇一击	速度强化,5,83.33%,3
,,影子偷袭	出奇一击	伤药	,4,66.67%,1
,,影子偷袭	奇异之光	向尾喵的尾巴,3,75.0%,1
,,影子偷袭	奇异之光	万灵药,2,100.0%,2
,,影子偷袭	奇异之光	逃脱按键,2,50.0%,3
,,拍落		出奇一击	伤药	,1,100.0%,1
,,影子偷袭	奇异之光	得分加速装置,1,100.0%,1
,,影子偷袭	奇异之光	攻击强化,1,100.0%,1
,,拍落		出奇一击	逃脱按键,1,100.0%,1
,,拍落		出奇一击	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	轻石,126,77.78%,11
,,吃剩的东西	学习装置	轻石,148,75.51%,3
,,学习装置	猛攻哑铃	轻石,23,67.65%,3
,,亿奥斯饼干	得分护盾	气势头带,5,83.33%,3
,,气势头带	猛攻哑铃	轻石,2,66.67%,3
,,学习装置	得分护盾	猛攻哑铃,11,73.33%,2
8,胡帕,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,48,7.13%,251,70.7%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,S8uL・proD,47,77.05%
,,ttvMoneyMax,33,67.35%
,,elo,21,84.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜灵奇袭	异次元洞	速度强化,117,75.97%,25
,,潜灵奇袭	异次元洞	逃脱按键,70,65.42%,11
,,潜灵奇袭	异次元洞	伤药	,24,64.86%,5
,,潜灵奇袭	异次元洞	攻击强化,16,69.57%,11
,,暗影球	异次元洞	伤药	,15,78.95%,1
,,潜灵奇袭	异次元洞	万灵药,5,71.43%,2
,,潜灵奇袭	戏法		逃脱按键,2,100.0%,2
,,潜灵奇袭	戏法		速度强化,2,100.0%,2
,,暗影球	异次元洞	速度强化,0,0.0%,2
,,潜灵奇袭	戏法		万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	学习装置	气势头带,184,72.73%,25
,,力量头带	学习装置	连打围巾,15,65.22%,7
,,力量头带	救援屏障	气势头带,6,75.0%,4
,,学习装置	气势头带	连打围巾,18,60.0%,2
,,力量头带	气势头带	连打围巾,2,100.0%,2
,,学习装置	气势头带	贝壳之铃,15,78.95%,1
,,学习装置	救援屏障	气势头带,4,66.67%,1
,,学习装置	能量增幅器	贝壳之铃,3,100.0%,1
,,力量头带	学习装置	讲究眼镜,2,50.0%,1
,,力量头带	学习装置	救援屏障,1,100.0%,1
,,力量头带	学习装置	能量增幅器,1,25.0%,1
,,气势头带	能量增幅器	讲究眼镜,0,0.0%,1
,,博识眼镜	能量增幅器	讲究眼镜,0,0.0%,1
9,冰伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,42,6.47%,236,73.29%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Suntahj,64,70.33%
,,카이,26,86.67%
,,・PxnkRei・,23,76.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰冻之风	冷冻干燥	逃脱按键,138,78.86%,32
,,冰冻之风	冷冻干燥	攻击强化,68,70.83%,4
,,冰冻之风	冷冻干燥	万灵药,14,60.87%,3
,,冰冻之风	冷冻干燥	速度强化,7,58.33%,4
,,冰锥		冰砾		速度强化,5,50.0%,2
,,冰锥		冰砾		逃脱按键,2,66.67%,3
,,冰冻之风	冰砾		逃脱按键,1,100.0%,1
,,冰锥		冰砾		攻击强化,1,100.0%,1
,,冰锥		冷冻干燥	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	能量增幅器	贝壳之铃,44,65.67%,14
,,能量增幅器	讲究眼镜	贝壳之铃,90,73.17%,5
,,焦点镜	讲究眼镜	贝壳之铃,36,81.82%,5
,,焦点镜	能量增幅器	贝壳之铃,31,75.61%,5
,,博识眼镜	焦点镜	讲究眼镜,15,83.33%,4
,,博识眼镜	讲究眼镜	贝壳之铃,7,63.64%,3
,,博识眼镜	焦点镜	贝壳之铃,8,88.89%,2
,,焦点镜	能量增幅器	讲究眼镜,3,100.0%,1
,,力量头带	能量增幅器	讲究眼镜,1,50.0%,1
,,博识眼镜	讲究眼镜	进击眼镜,1,50.0%,1
,,力量头带	讲究眼镜	进击眼镜,0,0.0%,1
10,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,39,6.09%,212,69.97%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ソロ辞めたい,47,83.93%
,,ゲコ引退,38,70.37%
,,ネ申凪ぷい,34,65.38%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三旋击	青草滑梯	攻击强化,62,72.94%,10
,,踩踏		青草滑梯	万灵药,55,66.27%,13
,,踩踏		青草滑梯	攻击强化,32,61.54%,19
,,三旋击	青草滑梯	万灵药,18,90.0%,10
,,三旋击	热带踢	攻击强化,17,80.95%,3
,,踩踏		热带踢	万灵药,13,68.42%,8
,,踩踏		热带踢	攻击强化,9,64.29%,9
,,三旋击	青草滑梯	伤药	,4,100.0%,1
,,踩踏		青草滑梯	速度强化,1,100.0%,1
,,三旋击	热带踢	万灵药,1,33.33%,3
,,踩踏		热带踢	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,200,70.18%,37
,,气势头带	猛攻哑铃	锐利之爪,12,66.67%,2
11,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,51,5.64%,200,71.17%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ゲコ引退,22,100.0%
,,ここあった,16,84.21%
,,GR・VIXZEN,13,76.47%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,神速		骨棒乱打	万灵药,95,74.8%,28
,,增强拳	近身战	速度强化,59,72.84%,20
,,增强拳	近身战	逃脱按键,15,62.5%,7
,,神速		骨棒乱打	速度强化,12,60.0%,7
,,增强拳	近身战	伤药	,9,90.0%,1
,,增强拳	近身战	攻击强化,4,44.44%,4
,,神速		骨棒乱打	攻击强化,2,100.0%,2
,,增强拳	近身战	万灵药,2,66.67%,2
,,神速		骨棒乱打	逃脱按键,1,100.0%,1
,,神速		近身战	向尾喵的尾巴,1,100.0%,1
,,神速		近身战	万灵药,0,0.0%,2
,,神速		近身战	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	猛攻哑铃,113,72.9%,26
,,弱点保险	猛攻哑铃	锐利之爪,29,58.0%,12
,,力量头带	猛攻哑铃	锐利之爪,5,55.56%,5
,,弱点保险	猛攻哑铃	轻石,25,75.76%,3
,,力量头带	气势头带	猛攻哑铃,12,80.0%,2
,,亿奥斯饼干	弱点保险	猛攻哑铃,9,90.0%,1
,,猛攻哑铃	轻石	锐利之爪,6,75.0%,1
,,力量头带	猛攻哑铃	轻石,1,100.0%,1
12,沙奈朵,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,38,5.18%,189,73.26%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,S8ul・Legend,53,81.54%
,,CeS梦KiD,16,64.0%
,,Red_Eye?,15,71.43%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,精神强念	精神冲击	逃脱按键,132,75.86%,25
,,精神强念	预知未来	逃脱按键,21,75.0%,6
,,月亮之力	精神冲击	逃脱按键,20,68.97%,12
,,精神强念	精神冲击	速度强化,9,60.0%,5
,,月亮之力	预知未来	逃脱按键,4,57.14%,5
,,精神强念	预知未来	万灵药,1,100.0%,1
,,月亮之力	精神冲击	速度强化,1,100.0%,1
,,精神强念	预知未来	速度强化,1,50.0%,2
,,月亮之力	预知未来	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	能量增幅器	讲究眼镜,40,71.43%,13
,,博识眼镜	气势头带	讲究眼镜,27,72.97%,8
,,博识眼镜	讲究眼镜	贝壳之铃,58,77.33%,6
,,能量增幅器	讲究眼镜	贝壳之铃,21,77.78%,5
,,博识眼镜	讲究眼镜	进击眼镜,30,68.18%,2
,,博识眼镜	能量增幅器	贝壳之铃,6,66.67%,1
,,力量头带	博识眼镜	气势头带,5,100.0%,1
,,救援屏障	能量增幅器	讲究眼镜,1,50.0%,1
,,博识眼镜	救援屏障	讲究眼镜,1,33.33%,1
13,卡比兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,39,4.82%,179,74.58%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,パワーにゃん,17,89.47%
,,Ansh_Blade,17,62.96%
,,MG・RëX,12,80.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,重磅冲撞	挡路		速度强化,123,73.21%,30
,,重磅冲撞	挡路		逃脱按键,56,78.87%,14
,,抓狂		挡路		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,152,74.15%,33
,,学习装置	得分护盾	气势头带,17,77.27%,4
,,学习装置	气势头带	轻石,10,83.33%,1
,,亿奥斯饼干	救援屏障	气势头带,0,0.0%,1
14,呆壳兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,42,4.68%,154,66.09%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,IMP_PIRATE,25,71.43%
,,YASH_4E,22,62.86%
,,INOJI,18,62.07%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,热水		瞬间失忆	伤药	,52,63.41%,13
,,冲浪		瞬间失忆	伤药	,42,71.19%,13
,,热水		瞬间失忆	逃脱按键,27,84.38%,10
,,冲浪		瞬间失忆	逃脱按键,16,84.21%,6
,,冲浪		意念移物	逃脱按键,4,50.0%,3
,,热水		意念移物	逃脱按键,3,100.0%,2
,,冲浪		瞬间失忆	速度强化,3,100.0%,2
,,冲浪		意念移物	速度强化,2,50.0%,2
,,热水		意念移物	伤药	,2,33.33%,4
,,冲浪		意念移物	伤药	,2,28.57%,5
,,热水		瞬间失忆	速度强化,1,11.11%,5
,,热水		意念移物	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	讲究眼镜,104,72.22%,15
,,气势头带	讲究眼镜	进击眼镜,6,60.0%,5
,,学习装置	气势头带	进击眼镜,3,50.0%,4
,,学习装置	救援屏障	气势头带,3,33.33%,3
,,博识眼镜	讲究眼镜	进击眼镜,23,63.89%,2
,,学习装置	气势头带	贝壳之铃,2,100.0%,2
,,博识眼镜	气势头带	讲究眼镜,2,66.67%,2
,,博识眼镜	学习装置	气势头带,4,50.0%,1
,,力量头带	气势头带	进击眼镜,3,60.0%,1
,,亿奥斯饼干	气势头带	进击眼镜,2,100.0%,1
,,救援屏障	气势头带	贝壳之铃,2,66.67%,1
,,力量头带	学习装置	气势头带,0,0.0%,1
,,力量头带	气势头带	讲究眼镜,0,0.0%,1
,,救援屏障	气势头带	讲究眼镜,0,0.0%,1
,,学习装置	讲究眼镜	进击眼镜,0,0.0%,1
,,亿奥斯饼干	博识眼镜	进击眼镜,0,0.0%,1
15,幸福蛋,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,29,4.22%,152,72.38%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Roastㅤ,63,74.12%
,,パワーにゃん,9,75.0%
,,MG・RëX,8,72.73%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,炸蛋		生蛋		速度强化,110,72.85%,18
,,帮助		神秘守护	速度强化,38,71.7%,18
,,炸蛋		生蛋		万灵药,1,100.0%,1
,,炸蛋		神秘守护	速度强化,1,100.0%,1
,,帮助		生蛋		速度强化,1,100.0%,1
,,帮助		神秘守护	逃脱按键,1,50.0%,1
,,炸蛋		生蛋		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,130,73.03%,23
,,救援屏障	气势头带	进击眼镜,9,75.0%,3
,,学习装置	救援屏障	进击眼镜,7,70.0%,1
,,学习装置	得分护盾	气势头带,5,71.43%,1
,,学习装置	气势头带	能量增幅器,1,33.33%,1
16,怪力,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,35,4.04%,146,72.64%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,IMP_PIRATE,22,75.86%
,,YASH_4E,18,69.23%
,,DISapple空標,15,65.22%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,近身战	爆裂拳	逃脱按键,72,75.0%,19
,,十字劈	爆裂拳	逃脱按键,59,74.68%,17
,,十字劈	爆裂拳	攻击强化,11,50.0%,2
,,十字劈	爆裂拳	速度强化,1,100.0%,1
,,近身战	爆裂拳	向尾喵的尾巴,1,100.0%,1
,,近身战	深渊翻滚	速度强化,1,100.0%,1
,,近身战	爆裂拳	攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	猛攻哑铃	锐利之爪,11,91.67%,8
,,弱点保险	气势头带	猛攻哑铃,30,78.95%,5
,,力量头带	焦点镜	猛攻哑铃,28,75.68%,4
,,焦点镜	猛攻哑铃	锐利之爪,15,62.5%,4
,,弱点保险	猛攻哑铃	锐利之爪,34,68.0%,3
,,猛攻哑铃	能量增幅器	锐利之爪,12,80.0%,2
,,气势头带	猛攻哑铃	能量增幅器,8,80.0%,2
,,力量头带	气势头带	猛攻哑铃,2,66.67%,2
,,气势头带	焦点镜	猛攻哑铃,1,50.0%,2
,,力量头带	猛攻哑铃	锐利之爪,4,50.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,1,100.0%,1
,,弱点保险	焦点镜	猛攻哑铃,0,0.0%,1
16,索罗亚克,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,32,4.04%,147,73.13%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,TRU・Jandeco,18,81.82%
,,QLASH・Tempō,17,77.27%
,,UNO・FreaK,14,82.35%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
