,一共游戏场数,12241
1,火焰鸡,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,日光刃	叶刃		万灵药,6,60.0%,3
,,日光刃	叶刃		速度强化,4,80.0%,3
,,飞叶快刀	叶刃		万灵药,2,100.0%,1
,,日光刃	燕返		攻击强化,1,100.0%,1
,,日光刃	叶刃		伤药	,1,100.0%,1
,,飞叶快刀	燕返		速度强化,1,100.0%,1
,,飞叶快刀	叶刃		速度强化,1,50.0%,1
,,飞叶快刀	叶刃		逃脱按键,1,33.33%,1
,,日光刃	燕返		万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,充能坠饰	猛攻哑铃	能量增幅器,206,71.28%,34
,,充能坠饰	猛攻哑铃	锐利之爪,127,74.71%,15
,,猛攻哑铃	能量增幅器	锐利之爪,66,77.65%,15
,,充能坠饰	猛攻哑铃	轻石,162,72.32%,13
,,弱点保险	猛攻哑铃	锐利之爪,58,73.42%,5
,,猛攻哑铃	能量增幅器	轻石,25,62.5%,5
,,猛攻哑铃	轻石	锐利之爪,20,80.0%,5
,,救援屏障	猛攻哑铃	能量增幅器,3,75.0%,1
,,充能坠饰	能量增幅器	轻石,2,66.67%,1
,,咒术手镯	猛攻哑铃	轻石,1,100.0%,1
,,力量头带	猛攻哑铃	锐利之爪,1,50.0%,1
3,梦幻,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,95,5.24%,460,71.76%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,77chinnnn,52,86.67%
,,Dani03シ,31,65.96%
,,滅_Kt,18,90.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,日光束	光墙		逃脱按键,145,70.05%,59
,,电球		高速移动	逃脱按键,107,73.79%,46
,,冲浪		高速移动	逃脱按键,101,66.45%,57
,,电球		指导		逃脱按键,46,77.97%,27
,,电球		光墙		逃脱按键,39,84.78%,23
,,冲浪		光墙		逃脱按键,8,66.67%,9
,,日光束	光墙		速度强化,4,80.0%,2
,,冲浪		高速移动	速度强化,3,60.0%,2
,,日光束	高速移动	逃脱按键,2,100.0%,2
,,冲浪		指导		逃脱按键,2,66.67%,3
,,电球		高速移动	速度强化,2,66.67%,1
,,日光束	指导		逃脱按键,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,431,72.19%,89
,,咒术熏香	穿透汤匙	讲究眼镜,16,94.12%,3
,,博识眼镜	穿透汤匙	贝壳之铃,13,52.0%,1
,,学习装置	穿透汤匙	讲究眼镜,0,0.0%,1
,,博识眼镜	讲究眼镜	进击眼镜,0,0.0%,1
4,谜拟丘,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,88,4.98%,450,73.89%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,루이_Rooi²,78,69.64%
,,MYSヤHt,34,100.0%
,,ぽっちん@,33,73.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,嬉闹		影子偷袭	逃脱按键,92,68.66%,29
,,嬉闹		影子偷袭	攻击强化,88,79.28%,19
,,嬉闹		影子偷袭	速度强化,76,80.0%,13
,,暗影爪	影子偷袭	逃脱按键,74,76.29%,15
,,暗影爪	影子偷袭	速度强化,40,71.43%,9
,,暗影爪	影子偷袭	攻击强化,36,64.29%,14
,,嬉闹		影子偷袭	万灵药,23,69.7%,7
,,暗影爪	影子偷袭	万灵药,18,85.71%,8
,,暗影爪	戏法空间	逃脱按键,1,100.0%,1
,,嬉闹		戏法空间	逃脱按键,1,100.0%,1
,,暗影爪	影子偷袭	脱壳忍者玩偶,1,50.0%,2
,,嬉闹		戏法空间	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	猛攻哑铃	锐利之爪,120,74.07%,31
,,力量头带	猛攻哑铃	锐利之爪,90,70.31%,19
,,充能坠饰	猛攻哑铃	锐利之爪,76,89.41%,9
,,力量头带	弱点保险	锐利之爪,48,71.64%,7
,,力量头带	弱点保险	猛攻哑铃,6,75.0%,6
,,咒术手镯	猛攻哑铃	锐利之爪,7,58.33%,5
,,弱点保险	气势头带	锐利之爪,5,55.56%,3
,,力量头带	咒术手镯	锐利之爪,78,69.64%,1
,,焦点镜	猛攻哑铃	锐利之爪,8,100.0%,1
,,猛攻哑铃	轻石	锐利之爪,4,66.67%,1
,,弱点保险	气势头带	猛攻哑铃,3,100.0%,1
,,力量头带	咒术手镯	猛攻哑铃,2,66.67%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,1,100.0%,1
,,弱点保险	焦点镜	猛攻哑铃,1,50.0%,1
,,力量头带	焦点镜	猛攻哑铃,1,33.33%,1
5,索罗亚克,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,94,4.94%,420,69.42%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,nijika愛,26,70.27%
,,りろんちぅ,21,70.0%
,,master6467,19,76.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗袭要害	居合劈	万灵药,381,70.43%,76
,,出奇一击	暗影爪	万灵药,20,58.82%,25
,,暗袭要害	居合劈	逃脱按键,8,88.89%,4
,,暗袭要害	暗影爪	万灵药,6,54.55%,7
,,出奇一击	居合劈	万灵药,3,60.0%,4
,,暗袭要害	居合劈	伤药	,1,100.0%,1
,,暗袭要害	居合劈	速度强化,1,100.0%,1
,,暗袭要害	居合劈	攻击强化,0,0.0%,1
,,出奇一击	居合劈	逃脱按键,0,0.0%,1
,,出奇一击	暗影爪	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,289,70.15%,55
,,力量头带	猛攻哑铃	连打围巾,5,45.45%,4
,,力量头带	连打围巾	锐利之爪,4,44.44%,4
,,充能坠饰	弱点保险	猛攻哑铃,15,71.43%,3
,,弱点保险	猛攻哑铃	锐利之爪,8,80.0%,3
,,力量头带	弱点保险	锐利之爪,4,44.44%,3
,,力量头带	弱点保险	猛攻哑铃,6,60.0%,2
,,气势头带	猛攻哑铃	锐利之爪,3,50.0%,2
,,充能坠饰	猛攻哑铃	轻石,1,50.0%,2
,,力量头带	猛攻哑铃	锐利之爪,0,0.0%,2
,,充能坠饰	气势头带	猛攻哑铃,19,70.37%,1
,,亿奥斯饼干	吃剩的东西	猛攻哑铃,18,85.71%,1
,,充能坠饰	猛攻哑铃	锐利之爪,15,68.18%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,9,90.0%,1
,,学习装置	弱点保险	猛攻哑铃,8,80.0%,1
,,力量头带	气势头带	锐利之爪,4,100.0%,1
,,充能坠饰	咒术手镯	猛攻哑铃,3,75.0%,1
,,充能坠饰	弱点保险	轻石,3,60.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,3,60.0%,1
,,亿奥斯饼干	焦点镜	猛攻哑铃,1,100.0%,1
,,焦点镜	猛攻哑铃	锐利之爪,1,100.0%,1
,,充能坠饰	力量头带	连打围巾,1,100.0%,1
,,亿奥斯饼干	弱点保险	猛攻哑铃,0,0.0%,1
,,弱点保险	猛攻哑铃	轻石,0,0.0%,1
6,巨钳螳螂,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,85,4.82%,437,74.07%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,はいふー,64,83.12%
,,SAR・Shingdí,46,88.46%
,,平井こうき,30,62.5%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,双翼		剑舞		万灵药,266,75.57%,47
,,双翼		二连击	万灵药,129,73.3%,36
,,子弹拳	剑舞		万灵药,21,72.41%,13
,,双翼		二连击	逃脱按键,7,63.64%,2
,,子弹拳	剑舞		逃脱按键,4,80.0%,3
,,子弹拳	剑舞		攻击强化,3,75.0%,2
,,子弹拳	剑舞		伤药	,2,66.67%,2
,,双翼		剑舞		攻击强化,1,100.0%,1
,,双翼		二连击	伤药	,1,100.0%,1
,,子弹拳	二连击	逃脱按键,1,100.0%,1
,,双翼		剑舞		速度强化,1,100.0%,1
,,子弹拳	二连击	伤药	,1,50.0%,2
,,双翼		剑舞		伤药	,0,0.0%,1
,,子弹拳	剑舞		速度强化,0,0.0%,1
,,子弹拳	二连击	速度强化,0,0.0%,1
,,双翼		剑舞		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	猛攻哑铃	锐利之爪,162,76.42%,29
,,猛攻哑铃	能量增幅器	锐利之爪,59,70.24%,13
,,弱点保险	猛攻哑铃	锐利之爪,47,69.12%,9
,,力量头带	能量增幅器	锐利之爪,82,80.39%,7
,,弱点保险	能量增幅器	锐利之爪,19,63.33%,4
,,弱点保险	气势头带	猛攻哑铃,3,50.0%,4
,,气势头带	能量增幅器	锐利之爪,24,82.76%,2
,,力量头带	弱点保险	锐利之爪,4,66.67%,2
,,亿奥斯饼干	弱点保险	猛攻哑铃,2,66.67%,2
,,弱点保险	猛攻哑铃	能量增幅器,2,66.67%,2
,,气势头带	猛攻哑铃	锐利之爪,1,33.33%,2
,,弱点保险	气势头带	能量增幅器,21,75.0%,1
,,弱点保险	气势头带	锐利之爪,5,71.43%,1
,,共鸣护盾	弱点保险	猛攻哑铃,1,100.0%,1
,,充能坠饰	猛攻哑铃	锐利之爪,1,100.0%,1
,,力量头带	气势头带	锐利之爪,1,100.0%,1
,,焦点镜	猛攻哑铃	锐利之爪,1,100.0%,1
,,力量头带	弱点保险	能量增幅器,1,50.0%,1
,,气势头带	猛攻哑铃	能量增幅器,1,50.0%,1
,,共鸣护盾	吃剩的东西	锐利之爪,0,0.0%,1
7,暴鲤龙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,82,4.48%,402,73.36%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,U7龍Roshan,52,76.47%
,,領域展開',31,83.78%
,,Sigure,28,73.68%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,龙息		弹跳		逃脱按键,308,73.68%,72
,,龙息		攀瀑		逃脱按键,41,75.93%,15
,,龙息		攀瀑		攻击强化,16,76.19%,1
,,水流尾	攀瀑		逃脱按键,14,70.0%,9
,,龙息		弹跳		万灵药,9,56.25%,2
,,龙息		弹跳		速度强化,7,77.78%,4
,,水流尾	弹跳		逃脱按键,3,60.0%,5
,,龙息		弹跳		攻击强化,2,100.0%,1
,,水流尾	弹跳		速度强化,1,100.0%,1
,,龙息		攀瀑		万灵药,1,100.0%,1
,,水流尾	弹跳		万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	猛攻哑铃	锐利之爪,78,72.9%,22
,,力量头带	猛攻哑铃	锐利之爪,67,65.05%,13
,,猛攻哑铃	能量增幅器	锐利之爪,23,63.89%,8
,,力量头带	弱点保险	猛攻哑铃,42,80.77%,7
,,力量头带	猛攻哑铃	能量增幅器,59,78.67%,4
,,弱点保险	猛攻哑铃	锐利之爪,38,79.17%,4
,,弱点保险	气势头带	猛攻哑铃,10,71.43%,4
,,气势头带	焦点镜	锐利之爪,8,100.0%,2
,,力量头带	焦点镜	猛攻哑铃,6,66.67%,2
,,弱点保险	猛攻哑铃	能量增幅器,3,100.0%,2
,,充能坠饰	弱点保险	猛攻哑铃,26,76.47%,1
,,焦点镜	猛攻哑铃	能量增幅器,14,87.5%,1
,,学习装置	弱点保险	能量增幅器,5,100.0%,1
,,弱点保险	猛攻哑铃	轻石,4,80.0%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,4,57.14%,1
,,力量头带	气势头带	锐利之爪,4,40.0%,1
,,气势头带	猛攻哑铃	锐利之爪,3,75.0%,1
,,力量头带	气势头带	能量增幅器,3,75.0%,1
,,力量头带	弱点保险	气势头带,2,100.0%,1
,,力量头带	弱点保险	锐利之爪,1,100.0%,1
,,力量头带	焦点镜	锐利之爪,1,100.0%,1
,,咒术手镯	弱点保险	猛攻哑铃,1,100.0%,1
,,力量头带	能量增幅器	锐利之爪,0,0.0%,1
,,力量头带	气势头带	猛攻哑铃,0,0.0%,1
8,魔幻假面喵,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,66,4.19%,369,71.93%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,iTsPerry,53,72.6%
,,Ŧ・Eяvɪʑɸ,30,75.0%
,,GF・Osciner,26,59.09%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗袭要害	起草		逃脱按键,164,67.49%,36
,,千变万花	影子分身	逃脱按键,88,77.88%,30
,,暗袭要害	起草		攻击强化,38,69.09%,3
,,暗袭要害	起草		脱壳忍者玩偶,27,77.14%,2
,,暗袭要害	起草		万灵药,20,83.33%,1
,,暗袭要害	起草		速度强化,19,76.0%,1
,,千变万花	影子分身	速度强化,6,60.0%,1
,,千变万花	起草		逃脱按键,3,100.0%,1
,,千变万花	影子分身	脱壳忍者玩偶,2,100.0%,1
,,暗袭要害	影子分身	攻击强化,1,100.0%,1
,,千变万花	影子分身	攻击强化,1,100.0%,1
,,暗袭要害	影子分身	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	猛攻哑铃	锐利之爪,56,69.14%,13
,,猛攻哑铃	能量增幅器	锐利之爪,37,82.22%,13
,,力量头带	焦点镜	锐利之爪,37,80.43%,6
,,焦点镜	猛攻哑铃	锐利之爪,36,67.92%,6
,,充能坠饰	猛攻哑铃	锐利之爪,18,62.07%,4
,,充能坠饰	猛攻哑铃	能量增幅器,8,80.0%,4
,,力量头带	焦点镜	猛攻哑铃,29,60.42%,3
,,力量头带	猛攻哑铃	锐利之爪,3,75.0%,3
,,咒术手镯	焦点镜	锐利之爪,71,72.45%,2
,,充能坠饰	焦点镜	锐利之爪,30,75.0%,1
,,力量头带	猛攻哑铃	能量增幅器,22,73.33%,1
,,猛攻哑铃	轻石	锐利之爪,5,83.33%,1
,,力量头带	弱点保险	锐利之爪,5,62.5%,1
,,亿奥斯饼干	猛攻哑铃	能量增幅器,3,75.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,2,100.0%,1
,,弱点保险	焦点镜	锐利之爪,2,100.0%,1
,,力量头带	猛攻哑铃	连打围巾,2,100.0%,1
,,焦点镜	能量增幅器	锐利之爪,1,100.0%,1
,,力量头带	弱点保险	焦点镜,1,100.0%,1
,,力量头带	连打围巾	锐利之爪,1,50.0%,1
,,治愈王冠	焦点镜	猛攻哑铃,0,0.0%,1
9,月亮伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,108,4.12%,361,71.63%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,PSパナプ,35,83.33%
,,77chinnnn,17,85.0%
,,Gow_桃桃醬.,16,53.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,黑色目光	祈愿		速度强化,93,72.09%,33
,,移花接木	大声咆哮	速度强化,89,80.18%,38
,,移花接木	祈愿		速度强化,73,71.57%,40
,,移花接木	祈愿		逃脱按键,22,75.86%,15
,,黑色目光	大声咆哮	速度强化,18,62.07%,16
,,黑色目光	祈愿		逃脱按键,18,48.65%,9
,,移花接木	大声咆哮	逃脱按键,14,73.68%,10
,,黑色目光	祈愿		伤药	,13,61.9%,5
,,移花接木	大声咆哮	伤药	,11,91.67%,3
,,移花接木	祈愿		伤药	,4,80.0%,3
,,黑色目光	大声咆哮	逃脱按键,3,60.0%,3
,,移花接木	大声咆哮	攻击强化,1,100.0%,1
,,黑色目光	大声咆哮	伤药	,1,100.0%,1
,,移花接木	祈愿		攻击强化,1,33.33%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	学习装置	气势头带,55,65.48%,19
,,学习装置	气势头带	猛攻哑铃,50,72.46%,19
,,亿奥斯饼干	学习装置	气势头带,110,78.57%,18
,,共鸣护盾	学习装置	猛攻哑铃,31,75.61%,9
,,亿奥斯饼干	气势头带	猛攻哑铃,13,81.25%,4
,,弱点保险	气势头带	猛攻哑铃,4,44.44%,4
,,学习装置	猛攻哑铃	轻石,6,60.0%,3
,,亿奥斯饼干	学习装置	猛攻哑铃,5,50.0%,3
,,学习装置	救援屏障	气势头带,12,80.0%,2
,,共鸣护盾	学习装置	救援屏障,9,69.23%,2
,,力量头带	气势头带	猛攻哑铃,3,100.0%,2
,,力量头带	学习装置	气势头带,3,60.0%,2
,,共鸣护盾	弱点保险	猛攻哑铃,3,50.0%,2
,,亿奥斯饼干	共鸣护盾	气势头带,10,83.33%,1
,,共鸣护盾	猛攻哑铃	轻石,9,90.0%,1
,,学习装置	弱点保险	猛攻哑铃,9,56.25%,1
,,亿奥斯饼干	学习装置	弱点保险,5,71.43%,1
,,力量头带	弱点保险	猛攻哑铃,4,100.0%,1
,,共鸣护盾	学习装置	弱点保险,4,50.0%,1
,,力量头带	学习装置	猛攻哑铃,2,100.0%,1
,,学习装置	援助头巾	气势头带,2,100.0%,1
,,学习装置	气势头带	轻石,2,100.0%,1
,,亿奥斯饼干	共鸣护盾	猛攻哑铃,2,100.0%,1
,,共鸣护盾	力量头带	气势头带,2,66.67%,1
,,气势头带	猛攻哑铃	连打围巾,2,40.0%,1
,,学习装置	援助头巾	轻石,1,100.0%,1
,,学习装置	气势头带	突击背心,1,50.0%,1
,,学习装置	援助头巾	猛攻哑铃,1,50.0%,1
,,共鸣护盾	力量头带	猛攻哑铃,1,50.0%,1
,,亿奥斯饼干	弱点保险	猛攻哑铃,0,0.0%,1
,,弱点保险	猛攻哑铃	锐利之爪,0,0.0%,1
,,亿奥斯饼干	共鸣护盾	学习装置,0,0.0%,1
10,白蓬蓬,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,70,3.83%,337,71.86%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Xıërln嘉,39,63.93%
,,SkillzFlexま,32,71.11%
,,Veяysadstory,23,82.14%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,花粉团	棉花防守	速度强化,118,78.67%,26
,,花粉团	棉花防守	逃脱按键,84,67.74%,21
,,花粉团	棉孢子	迟缓烟雾,39,63.93%,1
,,花粉团	棉孢子	速度强化,38,73.08%,16
,,花粉团	棉孢子	逃脱按键,38,70.37%,14
,,花粉团	棉孢子	攻击强化,10,71.43%,8
,,花粉团	棉孢子	伤药	,2,100.0%,2
,,花粉团	棉花防守	伤药	,2,66.67%,1
,,花粉团	棉花防守	攻击强化,2,66.67%,2
,,青草搅拌器	棉花防守	逃脱按键,1,100.0%,1
,,青草搅拌器	棉孢子	攻击强化,1,100.0%,1
,,花粉团	棉花防守	万灵药,1,100.0%,1
,,青草搅拌器	棉孢子	速度强化,1,50.0%,2
,,青草搅拌器	棉花防守	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	力量头带	学习装置,58,69.88%,14
,,力量头带	咒术熏香	学习装置,50,64.1%,8
,,力量头带	学习装置	救援屏障,35,76.09%,6
,,共鸣护盾	学习装置	救援屏障,16,84.21%,5
,,共鸣护盾	咒术熏香	学习装置,18,64.29%,4
,,共鸣护盾	博识眼镜	学习装置,25,62.5%,3
,,力量头带	学习装置	连打围巾,20,86.96%,3
,,博识眼镜	学习装置	连打围巾,4,100.0%,2
,,博识眼镜	咒术熏香	学习装置,4,80.0%,2
,,力量头带	博识眼镜	学习装置,2,100.0%,2
,,力量头带	学习装置	进击眼镜,2,50.0%,2
,,学习装置	救援屏障	气势头带,0,0.0%,2
,,学习装置	救援屏障	穿透汤匙,32,71.11%,1
,,力量头带	学习装置	援助头巾,23,82.14%,1
,,博识眼镜	学习装置	救援屏障,14,73.68%,1
,,博识眼镜	学习装置	进击眼镜,13,86.67%,1
,,共鸣护盾	力量头带	气势头带,3,75.0%,1
,,咒术熏香	学习装置	连打围巾,3,75.0%,1
,,博识眼镜	气势头带	讲究眼镜,2,100.0%,1
,,学习装置	救援屏障	讲究眼镜,2,100.0%,1
,,咒术熏香	学习装置	援助头巾,2,100.0%,1
,,气势头带	穿透汤匙	讲究眼镜,2,100.0%,1
,,力量头带	进击眼镜	连打围巾,2,100.0%,1
,,咒术熏香	学习装置	进击眼镜,1,100.0%,1
,,共鸣护盾	学习装置	气势头带,1,100.0%,1
,,共鸣护盾	力量头带	连打围巾,1,100.0%,1
,,咒术熏香	学习装置	气势头带,1,100.0%,1
,,力量头带	援助头巾	连打围巾,1,50.0%,1
,,咒术熏香	学习装置	救援屏障,0,0.0%,1
11,闪焰王牌,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,44,3.63%,320,72.07%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,mumumuuu,73,68.87%
,,rock_bottom,61,76.25%
,,TrafyyyyyTtv,48,68.57%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,火焰踢	佯攻		攻击强化,139,73.94%,8
,,火焰踢	蓄能焰袭	攻击强化,71,76.34%,10
,,火焰踢	蓄能焰袭	逃脱按键,70,72.16%,12
,,火焰踢	佯攻		逃脱按键,10,52.63%,8
,,火焰球	佯攻		攻击强化,9,69.23%,2
,,火焰球	佯攻		逃脱按键,7,46.67%,6
,,火焰球	蓄能焰袭	逃脱按键,6,85.71%,6
,,火焰球	蓄能焰袭	攻击强化,4,66.67%,3
,,火焰球	佯攻		速度强化,2,66.67%,1
,,火焰踢	蓄能焰袭	速度强化,1,100.0%,1
,,火焰踢	佯攻		万灵药,1,50.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	焦点镜	连打围巾,160,72.07%,28
,,力量头带	猛攻哑铃	连打围巾,8,57.14%,4
,,力量头带	焦点镜	猛攻哑铃,8,88.89%,3
,,力量头带	治愈王冠	猛攻哑铃,134,72.04%,2
,,力量头带	弱点保险	连打围巾,3,60.0%,1
,,力量头带	猛攻哑铃	轻石,2,100.0%,1
,,力量头带	咒术手镯	焦点镜,2,100.0%,1
,,充能坠饰	力量头带	连打围巾,1,100.0%,1
,,充能坠饰	力量头带	猛攻哑铃,1,100.0%,1
,,力量头带	连打围巾	锐利之爪,1,100.0%,1
,,力量头带	咒术手镯	连打围巾,0,0.0%,1
12,朽木妖,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,87,3.47%,311,73.18%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,NAGLIT_CHAN,54,75.0%
,,・AizeNッ,21,87.5%
,,MKㅈHanaHana,19,86.36%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,木槌		木角		逃脱按键,193,73.38%,42
,,咒术		分担痛楚	速度强化,49,84.48%,10
,,木槌		木角		速度强化,31,65.96%,20
,,咒术		木角		速度强化,10,83.33%,7
,,咒术		木角		逃脱按键,7,100.0%,4
,,咒术		分担痛楚	伤药	,6,54.55%,8
,,木槌		木角		伤药	,6,50.0%,9
,,木槌		分担痛楚	速度强化,3,75.0%,3
,,咒术		木角		伤药	,2,100.0%,2
,,咒术		分担痛楚	逃脱按键,2,50.0%,4
,,木槌		分担痛楚	伤药	,1,100.0%,1
,,木槌		分担痛楚	逃脱按键,1,25.0%,4
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	学习装置	气势头带,113,74.34%,30
,,亿奥斯饼干	气势头带	猛攻哑铃,29,72.5%,14
,,弱点保险	气势头带	猛攻哑铃,15,75.0%,9
,,亿奥斯饼干	学习装置	气势头带,21,61.76%,8
,,共鸣护盾	气势头带	猛攻哑铃,13,72.22%,3
,,亿奥斯饼干	共鸣护盾	猛攻哑铃,8,80.0%,3
,,学习装置	弱点保险	气势头带,55,75.34%,2
,,亿奥斯饼干	学习装置	猛攻哑铃,22,88.0%,2
,,凸凸头盔	弱点保险	气势头带,5,62.5%,2
,,学习装置	救援屏障	气势头带,2,100.0%,2
,,学习装置	气势头带	轻石,2,40.0%,2
,,亿奥斯饼干	弱点保险	猛攻哑铃,1,50.0%,2
,,亿奥斯饼干	共鸣护盾	学习装置,18,72.0%,1
,,亿奥斯饼干	猛攻哑铃	轻石,3,100.0%,1
,,气势头带	猛攻哑铃	轻石,2,66.67%,1
