,一共游戏场数,10889
,,博识眼镜	学习装置	贝壳之铃,3,100.0%,1
,,博识眼镜	学习装置	进击眼镜,3,42.86%,1
,,学习装置	能量增幅器	贝壳之铃,2,100.0%,1
,,学习装置	援助头巾	讲究眼镜,2,100.0%,1
,,学习装置	气势头带	贝壳之铃,2,50.0%,1
,,救援屏障	气势头带	能量增幅器,2,40.0%,1
,,学习装置	能量增幅器	进击眼镜,1,100.0%,1
,,救援屏障	气势头带	进击眼镜,1,50.0%,1
,,学习装置	讲究眼镜	进击眼镜,1,50.0%,1
,,亿奥斯饼干	气势头带	进击眼镜,1,33.33%,1
3,千面避役,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,101,7.45%,623,76.82%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Mjk_Zeke,93,74.4%
,,Æ·96King,41,82.0%
,,Æ·1,38,92.68%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,杂技		水流裂破	逃脱按键,360,77.92%,58
,,致命针刺	狙击		逃脱按键,148,77.89%,37
,,致命针刺	水流裂破	逃脱按键,73,82.02%,20
,,杂技		水流裂破	速度强化,9,56.25%,8
,,致命针刺	狙击		速度强化,8,80.0%,3
,,杂技		水流裂破	攻击强化,8,44.44%,2
,,杂技		狙击		逃脱按键,5,83.33%,5
,,杂技		水流裂破	脱壳忍者玩偶,5,62.5%,2
,,致命针刺	水流裂破	速度强化,4,80.0%,4
,,致命针刺	狙击		攻击强化,2,50.0%,1
,,致命针刺	水流裂破	脱壳忍者玩偶,1,100.0%,1
,,致命针刺	狙击		脱壳忍者玩偶,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,487,76.94%,77
,,咒术熏香	穿透汤匙	讲究眼镜,44,78.57%,10
,,穿透汤匙	讲究眼镜	进击眼镜,39,72.22%,4
,,博识眼镜	穿透汤匙	进击眼镜,4,66.67%,2
,,博识眼镜	咒术熏香	穿透汤匙,23,74.19%,1
,,力量头带	博识眼镜	穿透汤匙,17,89.47%,1
,,博识眼镜	讲究眼镜	进击眼镜,3,75.0%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,2,100.0%,1
,,穿透汤匙	能量增幅器	讲究眼镜,1,100.0%,1
,,穿透汤匙	讲究眼镜	连打围巾,1,100.0%,1
,,咒术熏香	讲究眼镜	进击眼镜,1,50.0%,1
,,焦点镜	穿透汤匙	讲究眼镜,1,50.0%,1
4,拉普拉斯,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,96,6.1%,494,74.4%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,1週間猫化,44,86.27%
,,koronn_c,30,81.08%
,,コタにゃん,28,82.35%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,终焉之歌	冰冻光束	速度强化,369,72.92%,80
,,终焉之歌	冰冻光束	逃脱按键,43,84.31%,3
,,终焉之歌	冰冻光束	伤药	,27,71.05%,7
,,水之波动	泡沫光线	速度强化,21,77.78%,6
,,水之波动	冰冻光束	速度强化,16,80.0%,8
,,终焉之歌	泡沫光线	速度强化,12,80.0%,9
,,水之波动	泡沫光线	逃脱按键,4,100.0%,1
,,终焉之歌	泡沫光线	伤药	,2,66.67%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	穿透汤匙	进击眼镜,240,74.53%,53
,,学习装置	气势头带	穿透汤匙,154,77.39%,26
,,咒术熏香	气势头带	穿透汤匙,31,64.58%,6
,,咒术熏香	学习装置	气势头带,27,77.14%,4
,,气势头带	讲究眼镜	进击眼镜,24,75.0%,2
,,亿奥斯饼干	穿透汤匙	进击眼镜,3,50.0%,2
,,亿奥斯饼干	讲究眼镜	进击眼镜,15,78.95%,1
,,学习装置	气势头带	进击眼镜,0,0.0%,1
,,博识眼镜	得分护盾	贝壳之铃,0,0.0%,1
5,武道熊师,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,74,5.61%,460,75.29%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,花芽トReve,61,79.22%
,,jNasaj,51,78.46%
,,Nana??,32,88.89%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水流连打	水流裂破	万灵药,427,75.98%,61
,,水流连打	水流裂破	速度强化,14,82.35%,2
,,暗冥强击	深渊突刺	逃脱按键,13,59.09%,13
,,水流连打	水流裂破	逃脱按键,3,100.0%,3
,,暗冥强击	深渊突刺	万灵药,2,40.0%,5
,,水流连打	水流裂破	伤药	,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	锐利之爪,215,75.44%,34
,,力量头带	猛攻哑铃	锐利之爪,201,77.01%,11
,,猛攻哑铃	能量增幅器	锐利之爪,6,100.0%,4
,,弱点保险	猛攻哑铃	锐利之爪,12,70.59%,3
,,力量头带	弱点保险	猛攻哑铃,6,85.71%,3
,,力量头带	弱点保险	焦点镜,3,60.0%,2
,,力量头带	焦点镜	锐利之爪,2,66.67%,2
,,力量头带	焦点镜	猛攻哑铃,2,40.0%,2
,,力量头带	气势头带	锐利之爪,2,100.0%,1
,,气势头带	焦点镜	猛攻哑铃,2,100.0%,1
,,弱点保险	焦点镜	猛攻哑铃,2,100.0%,1
,,猛攻哑铃	轻石	锐利之爪,2,100.0%,1
,,弱点保险	能量增幅器	锐利之爪,1,100.0%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,1,100.0%,1
,,咒术手镯	猛攻哑铃	轻石,1,100.0%,1
,,力量头带	咒术手镯	弱点保险,1,50.0%,1
,,气势头带	能量增幅器	锐利之爪,1,25.0%,1
,,气势头带	猛攻哑铃	锐利之爪,0,0.0%,1
,,气势头带	焦点镜	能量增幅器,0,0.0%,1
,,焦点镜	能量增幅器	锐利之爪,0,0.0%,1
,,咒术手镯	弱点保险	锐利之爪,0,0.0%,1
6,月亮伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,74,5.14%,450,80.36%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Æ·BLACKY,70,83.33%
,,Inyóurdreamz,35,85.37%
,,iPandaShow,34,82.93%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,移花接木	大声咆哮	速度强化,93,81.58%,16
,,黑色目光	大声咆哮	速度强化,92,79.31%,14
,,移花接木	大声咆哮	逃脱按键,78,84.78%,20
,,黑色目光	祈愿		逃脱按键,51,82.26%,12
,,黑色目光	祈愿		速度强化,46,76.67%,14
,,黑色目光	祈愿		伤药	,23,71.88%,7
,,移花接木	大声咆哮	伤药	,17,85.0%,7
,,黑色目光	大声咆哮	逃脱按键,16,72.73%,11
,,移花接木	祈愿		伤药	,13,86.67%,2
,,移花接木	祈愿		逃脱按键,10,100.0%,4
,,黑色目光	大声咆哮	伤药	,9,69.23%,5
,,移花接木	祈愿		速度强化,1,50.0%,2
,,黑色目光	大声咆哮	脱壳忍者玩偶,1,50.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,亿奥斯饼干	学习装置	气势头带,75,75.76%,14
,,亿奥斯饼干	气势头带	猛攻哑铃,46,83.64%,13
,,力量头带	学习装置	气势头带,94,82.46%,9
,,学习装置	救援屏障	气势头带,46,88.46%,9
,,学习装置	气势头带	轻石,28,82.35%,6
,,咒术手镯	学习装置	气势头带,80,82.47%,4
,,学习装置	弱点保险	气势头带,26,89.66%,4
,,学习装置	气势头带	猛攻哑铃,19,82.61%,4
,,力量头带	弱点保险	气势头带,17,65.38%,1
,,咒术手镯	弱点保险	气势头带,9,69.23%,1
,,力量头带	救援屏障	气势头带,3,75.0%,1
,,力量头带	气势头带	连打围巾,2,100.0%,1
,,弱点保险	气势头带	猛攻哑铃,2,66.67%,1
,,力量头带	气势头带	锐利之爪,1,100.0%,1
,,亿奥斯饼干	气势头带	连打围巾,1,100.0%,1
,,弱点保险	气势头带	能量增幅器,1,25.0%,1
,,力量头带	气势头带	猛攻哑铃,0,0.0%,1
,,力量头带	咒术手镯	学习装置,0,0.0%,1
,,咒术手镯	气势头带	猛攻哑铃,0,0.0%,1
7,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,70,4.42%,369,76.72%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,敵外人ざくす,68,81.93%
,,Gow_77chin.,64,87.67%
,,ハピ引退?,28,73.68%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三旋击	青草滑梯	攻击强化,98,78.4%,15
,,三旋击	青草滑梯	万灵药,56,74.67%,12
,,踩踏		青草滑梯	攻击强化,54,79.41%,16
,,三旋击	热带踢	万灵药,35,94.59%,4
,,踩踏		热带踢	攻击强化,34,65.38%,14
,,踩踏		青草滑梯	万灵药,24,80.0%,16
,,踩踏		热带踢	万灵药,17,62.96%,11
,,踩踏		青草滑梯	速度强化,12,70.59%,9
,,三旋击	热带踢	攻击强化,9,75.0%,5
,,三旋击	青草滑梯	速度强化,8,88.89%,3
,,踩踏		青草滑梯	逃脱按键,5,100.0%,3
,,踩踏		热带踢	速度强化,5,55.56%,7
,,踩踏		热带踢	逃脱按键,4,80.0%,3
,,三旋击	热带踢	速度强化,3,100.0%,3
,,三旋击	热带踢	逃脱按键,3,60.0%,4
,,三旋击	青草滑梯	逃脱按键,1,100.0%,1
,,踩踏		青草滑梯	脱壳忍者玩偶,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,239,75.63%,45
,,力量头带	弱点保险	猛攻哑铃,16,76.19%,6
,,亿奥斯饼干	弱点保险	猛攻哑铃,11,84.62%,5
,,亿奥斯饼干	力量头带	猛攻哑铃,15,83.33%,2
,,弱点保险	猛攻哑铃	锐利之爪,5,71.43%,2
,,弱点保险	猛攻哑铃	能量增幅器,3,75.0%,2
,,气势头带	猛攻哑铃	能量增幅器,2,66.67%,2
,,咒术手镯	弱点保险	猛攻哑铃,68,81.93%,1
,,力量头带	猛攻哑铃	连打围巾,6,85.71%,1
,,力量头带	咒术手镯	猛攻哑铃,2,100.0%,1
,,弱点保险	猛攻哑铃	连打围巾,1,33.33%,1
,,猛攻哑铃	连打围巾	锐利之爪,1,33.33%,1
,,猛攻哑铃	能量增幅器	连打围巾,0,0.0%,1
8,叶伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,88,4.11%,332,74.11%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ByRush,51,71.83%
,,XDenisrvaX,24,82.76%
,,乙x么VORTEX,23,82.14%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,日光刃	叶刃		逃脱按键,236,74.21%,63
,,飞叶快刀	叶刃		逃脱按键,38,77.55%,13
,,日光刃	叶刃		速度强化,23,67.65%,7
,,飞叶快刀	叶刃		速度强化,13,76.47%,2
,,日光刃	燕返		逃脱按键,5,100.0%,3
,,日光刃	叶刃		万灵药,5,100.0%,3
,,飞叶快刀	叶刃		万灵药,4,57.14%,2
,,飞叶快刀	燕返		速度强化,2,100.0%,2
,,日光刃	叶刃		伤药	,2,66.67%,1
,,飞叶快刀	叶刃		攻击强化,2,50.0%,1
,,飞叶快刀	燕返		逃脱按键,1,100.0%,1
,,日光刃	燕返		速度强化,1,100.0%,1
,,日光刃	叶刃		攻击强化,0,0.0%,1
,,飞叶快刀	叶刃		伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	能量增幅器	轻石,56,69.14%,33
,,救援屏障	猛攻哑铃	能量增幅器,151,73.66%,28
,,猛攻哑铃	能量增幅器	锐利之爪,101,78.29%,16
,,救援屏障	猛攻哑铃	锐利之爪,1,50.0%,2
,,气势头带	猛攻哑铃	能量增幅器,5,83.33%,1
,,亿奥斯饼干	猛攻哑铃	能量增幅器,5,83.33%,1
,,能量增幅器	轻石	锐利之爪,3,100.0%,1
,,学习装置	猛攻哑铃	轻石,3,60.0%,1
,,咒术手镯	猛攻哑铃	能量增幅器,2,100.0%,1
,,气势头带	猛攻哑铃	轻石,2,100.0%,1
,,焦点镜	轻石	锐利之爪,2,50.0%,1
,,气势头带	轻石	锐利之爪,1,50.0%,1
,,焦点镜	猛攻哑铃	能量增幅器,0,0.0%,1
9,皮卡丘,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,73,3.12%,241,70.88%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,LaxusBlaze,35,76.09%
,,可愛いはすね,24,60.0%
,,Gow_77chin.,14,82.35%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,打雷		十万伏特	逃脱按键,154,69.68%,40
,,打雷		十万伏特	速度强化,50,72.46%,17
,,电球		伏特攻击	逃脱按键,12,66.67%,11
,,打雷		伏特攻击	逃脱按键,9,90.0%,10
,,打雷		伏特攻击	速度强化,5,83.33%,3
,,打雷		十万伏特	攻击强化,4,100.0%,4
,,电球		伏特攻击	速度强化,4,57.14%,5
,,电球		十万伏特	速度强化,2,66.67%,2
,,打雷		十万伏特	脱壳忍者玩偶,1,100.0%,1
,,电球		十万伏特	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,咒术熏香	穿透汤匙	能量增幅器,92,75.41%,18
,,穿透汤匙	能量增幅器	讲究眼镜,50,71.43%,14
,,咒术熏香	穿透汤匙	讲究眼镜,40,65.57%,10
,,咒术熏香	能量增幅器	讲究眼镜,13,76.47%,3
,,博识眼镜	能量增幅器	讲究眼镜,11,84.62%,3
,,学习装置	穿透汤匙	讲究眼镜,9,52.94%,3
,,气势头带	穿透汤匙	能量增幅器,4,80.0%,3
,,咒术熏香	学习装置	能量增幅器,3,75.0%,3
,,博识眼镜	穿透汤匙	能量增幅器,4,100.0%,2
,,博识眼镜	穿透汤匙	讲究眼镜,2,50.0%,2
,,学习装置	穿透汤匙	能量增幅器,2,40.0%,2
,,救援屏障	穿透汤匙	能量增幅器,1,33.33%,2
,,学习装置	救援屏障	穿透汤匙,3,75.0%,1
,,学习装置	救援屏障	能量增幅器,2,100.0%,1
,,学习装置	能量增幅器	讲究眼镜,2,100.0%,1
,,咒术熏香	救援屏障	讲究眼镜,1,100.0%,1
,,咒术手镯	咒术熏香	穿透汤匙,1,100.0%,1
,,博识眼镜	咒术熏香	穿透汤匙,1,50.0%,1
,,焦点镜	穿透汤匙	讲究眼镜,0,0.0%,1
,,咒术熏香	学习装置	穿透汤匙,0,0.0%,1
10,皮可西,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,42,2.83%,237,76.95%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,BEEそTsuU,46,75.41%
,,Aку,36,78.26%
,,Marpher.,34,89.47%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,月光		重力		速度强化,86,70.49%,29
,,月光		看我嘛	速度强化,76,80.0%,17
,,月光		看我嘛	逃脱按键,29,80.56%,3
,,月光		重力		逃脱按键,27,87.1%,5
,,月光		看我嘛	脱壳忍者玩偶,7,87.5%,2
,,月光		重力		脱壳忍者玩偶,3,100.0%,2
,,吸取之吻	看我嘛	逃脱按键,3,60.0%,3
,,月光		重力		伤药	,3,60.0%,2
,,吸取之吻	重力		逃脱按键,1,100.0%,1
,,月光		重力		万灵药,1,100.0%,1
,,月光		重力		攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	学习装置	进击眼镜,6,42.86%,10
,,学习装置	气势头带	进击眼镜,62,77.5%,9
,,学习装置	救援屏障	进击眼镜,70,85.37%,7
,,学习装置	救援屏障	气势头带,12,75.0%,4
,,博识眼镜	学习装置	气势头带,56,82.35%,3
,,博识眼镜	学习装置	救援屏障,7,70.0%,2
,,博识眼镜	援助头巾	进击眼镜,6,85.71%,2
,,博识眼镜	学习装置	援助头巾,8,57.14%,1
,,能量增幅器	讲究眼镜	进击眼镜,4,66.67%,1
,,学习装置	援助头巾	气势头带,3,50.0%,1
,,学习装置	气势头带	穿透汤匙,2,50.0%,1
,,学习装置	援助头巾	讲究眼镜,1,100.0%,1
11,梦幻,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,48,2.72%,226,76.35%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ギレフドプリ,31,83.78%
,,くむすび,24,77.42%
,,三XPOZ三D,23,71.88%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,日光束	光墙		逃脱按键,91,75.21%,36
,,冲浪		高速移动	逃脱按键,63,73.26%,25
,,电球		高速移动	逃脱按键,37,78.72%,20
,,电球		指导		逃脱按键,16,94.12%,9
,,日光束	高速移动	逃脱按键,8,72.73%,3
,,电球		光墙		逃脱按键,6,75.0%,6
,,冲浪		高速移动	攻击强化,2,100.0%,2
,,冲浪		光墙		逃脱按键,2,100.0%,2
,,电球		指导		攻击强化,1,100.0%,1
,,日光束	光墙		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,106,71.62%,38
,,咒术熏香	穿透汤匙	讲究眼镜,74,80.43%,6
,,穿透汤匙	讲究眼镜	进击眼镜,23,100.0%,2
,,博识眼镜	穿透汤匙	进击眼镜,23,71.88%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,0,0.0%,1
12,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,53,2.7%,216,73.47%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,뭐든지다잘함,51,73.91%
,,Servín:),16,84.21%
,,Donkirbyy,15,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,啄钻		飞踢		万灵药,176,72.13%,42
,,三重攻击	飞踢		万灵药,29,82.86%,12
,,三重攻击	高速移动	万灵药,9,75.0%,6
,,啄钻		飞踢		得分加速装置,1,100.0%,1
,,啄钻		飞踢		速度强化,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	轻石	锐利之爪,97,71.32%,32
,,亿奥斯饼干	猛攻哑铃	锐利之爪,39,78.0%,10
,,猛攻哑铃	能量增幅器	锐利之爪,52,73.24%,3
,,猛攻哑铃	能量增幅器	轻石,12,66.67%,3
,,咒术手镯	猛攻哑铃	轻石,5,83.33%,2
,,亿奥斯饼干	猛攻哑铃	轻石,9,81.82%,1
,,焦点镜	猛攻哑铃	轻石,1,100.0%,1
,,气势头带	轻石	锐利之爪,1,100.0%,1
13,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,52,2.65%,214,74.05%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,最高のルカリ,43,74.14%
,,LG・jb1,21,84.0%
,,WHO_Raizen水,14,73.68%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,神速		骨棒乱打	万灵药,94,71.76%,27
,,增强拳	近身战	逃脱按键,60,73.17%,18
,,神速		骨棒乱打	速度强化,15,93.75%,4
,,增强拳	近身战	速度强化,14,73.68%,8
,,增强拳	近身战	攻击强化,12,85.71%,5
,,增强拳	近身战	万灵药,11,78.57%,9
,,神速		近身战	万灵药,3,75.0%,4
,,神速		近身战	速度强化,2,100.0%,2
,,神速		骨棒乱打	逃脱按键,2,40.0%,3
,,神速		骨棒乱打	攻击强化,1,100.0%,1
,,神速		骨棒乱打	得分加速装置,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	猛攻哑铃,82,78.85%,18
,,弱点保险	猛攻哑铃	锐利之爪,69,71.13%,17
,,力量头带	猛攻哑铃	锐利之爪,17,77.27%,4
,,猛攻哑铃	能量增幅器	锐利之爪,2,40.0%,3
,,弱点保险	猛攻哑铃	能量增幅器,10,52.63%,2
,,弱点保险	猛攻哑铃	轻石,5,83.33%,2
,,咒术手镯	猛攻哑铃	轻石,14,73.68%,1
,,咒术手镯	猛攻哑铃	锐利之爪,11,100.0%,1
,,弱点保险	气势头带	猛攻哑铃,2,100.0%,1
,,弱点保险	能量增幅器	锐利之爪,1,100.0%,1
,,力量头带	猛攻哑铃	轻石,1,50.0%,1
,,得分护盾	救援屏障	气势头带,0,0.0%,1
14,呆壳兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,65,2.64%,197,68.4%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ayushrajput5,20,83.33%
,,SS-LadyLilac,20,60.61%
,,Landros25,15,55.56%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,热水		瞬间失忆	伤药	,45,60.81%,10
,,冲浪		瞬间失忆	逃脱按键,34,79.07%,14
,,冲浪		瞬间失忆	伤药	,34,77.27%,12
,,热水		瞬间失忆	逃脱按键,24,66.67%,19
,,热水		瞬间失忆	速度强化,23,58.97%,5
,,冲浪		意念移物	逃脱按键,13,68.42%,10
,,热水		意念移物	逃脱按键,7,100.0%,3
,,冲浪		意念移物	伤药	,7,70.0%,5
,,热水		意念移物	伤药	,5,55.56%,3
,,冲浪		瞬间失忆	速度强化,3,75.0%,2
,,冲浪		意念移物	速度强化,1,100.0%,1
,,热水		意念移物	速度强化,1,50.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	讲究眼镜,86,78.18%,14
,,学习装置	气势头带	穿透汤匙,14,53.85%,11
,,咒术熏香	学习装置	气势头带,14,66.67%,10
,,学习装置	救援屏障	气势头带,28,73.68%,9
,,气势头带	穿透汤匙	讲究眼镜,6,54.55%,4
,,咒术熏香	气势头带	穿透汤匙,26,60.47%,2
,,亿奥斯饼干	气势头带	进击眼镜,3,50.0%,2
,,学习装置	气势头带	突击背心,3,50.0%,2
,,学习装置	气势头带	能量增幅器,6,75.0%,1
,,博识眼镜	气势头带	贝壳之铃,5,83.33%,1
,,学习装置	气势头带	进击眼镜,2,100.0%,1
,,咒术熏香	穿透汤匙	进击眼镜,1,100.0%,1
,,博识眼镜	气势头带	进击眼镜,1,100.0%,1
,,亿奥斯饼干	气势头带	穿透汤匙,1,50.0%,1
,,咒术熏香	学习装置	穿透汤匙,0,0.0%,1
,,气势头带	讲究眼镜	进击眼镜,0,0.0%,1
,,得分护盾	穿透汤匙	进击眼镜,0,0.0%,1
,,力量头带	气势头带	穿透汤匙,0,0.0%,1
15,妙蛙花,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,72,2.6%,206,72.79%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Gow_Xiang.,66,73.33%
,,dANgeR,13,86.67%
,,Æ·1,10,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,污泥炸弹	日光束	逃脱按键,142,71.36%,44
,,终极吸取	日光束	逃脱按键,31,75.61%,20
,,终极吸取	花瓣舞	万灵药,10,76.92%,9
,,污泥炸弹	日光束	速度强化,10,71.43%,4
