,一共游戏场数,6158
,,辅助力量	预知未来	逃脱按键,17,85.0%,4
,,辅助力量	预知未来	速度强化,1,100.0%,1
,,精神冲击	预知未来	速度强化,1,50.0%,2
,,辅助力量	幻象光线	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,409,88.15%,28
,,博识眼镜	讲究眼镜	贝壳之铃,37,82.22%,7
,,博识眼镜	讲究眼镜	进击眼镜,10,66.67%,7
,,博识眼镜	气势头带	讲究眼镜,33,97.06%,6
,,气势头带	穿透汤匙	讲究眼镜,32,94.12%,3
,,穿透汤匙	能量增幅器	讲究眼镜,26,100.0%,2
,,穿透汤匙	讲究眼镜	贝壳之铃,12,92.31%,2
,,气势头带	讲究眼镜	贝壳之铃,12,70.59%,2
,,救援屏障	穿透汤匙	讲究眼镜,7,100.0%,2
,,穿透汤匙	讲究眼镜	进击眼镜,19,100.0%,1
,,博识眼镜	救援屏障	讲究眼镜,6,85.71%,1
,,学习装置	穿透汤匙	讲究眼镜,2,66.67%,1
5,呆壳兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,54,9.09%,493,88.04%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,セラータ,75,96.15%
,,爪Ʀ_卂ƲƦ卂,56,86.15%
,,IMP_PIRATE,53,92.98%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,热水		瞬间失忆	逃脱按键,151,92.07%,21
,,热水		意念移物	逃脱按键,141,93.38%,14
,,热水		瞬间失忆	伤药	,113,81.29%,25
,,热水		意念移物	伤药	,25,75.76%,10
,,热水		瞬间失忆	速度强化,21,84.0%,2
,,热水		意念移物	速度强化,18,85.71%,2
,,冲浪		意念移物	逃脱按键,13,86.67%,3
,,冲浪		意念移物	伤药	,4,80.0%,4
,,冲浪		瞬间失忆	伤药	,3,100.0%,3
,,冲浪		瞬间失忆	逃脱按键,2,100.0%,2
,,冲浪		意念移物	速度强化,1,100.0%,1
,,热水		意念移物	攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	讲究眼镜,302,88.82%,24
,,气势头带	讲究眼镜	进击眼镜,10,90.91%,5
,,学习装置	气势头带	进击眼镜,20,95.24%,4
,,亿奥斯饼干	气势头带	进击眼镜,12,85.71%,4
,,学习装置	救援屏障	气势头带,9,69.23%,3
,,亿奥斯饼干	气势头带	穿透汤匙,56,84.85%,2
,,博识眼镜	气势头带	讲究眼镜,27,93.1%,2
,,学习装置	气势头带	穿透汤匙,21,95.45%,1
,,得分护盾	救援屏障	气势头带,19,76.0%,1
,,气势头带	突击背心	讲究眼镜,6,85.71%,1
,,学习装置	讲究眼镜	进击眼镜,2,100.0%,1
,,气势头带	穿透汤匙	讲究眼镜,2,100.0%,1
,,气势头带	贝壳之铃	进击眼镜,2,100.0%,1
,,救援屏障	气势头带	讲究眼镜,2,66.67%,1
,,博识眼镜	讲究眼镜	进击眼镜,1,100.0%,1
,,亿奥斯饼干	讲究眼镜	进击眼镜,1,100.0%,1
,,学习装置	气势头带	连打围巾,1,100.0%,1
6,冰伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,53,8.18%,445,88.29%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,れおなくん,111,87.4%
,,Hi5・yume,63,100.0%
,,Mitśu,61,84.72%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰冻之风	冷冻干燥	逃脱按键,422,89.22%,47
,,冰锥		冰砾		逃脱按键,8,66.67%,9
,,冰冻之风	冷冻干燥	攻击强化,5,71.43%,3
,,冰锥		冰砾		速度强化,4,100.0%,2
,,冰冻之风	冷冻干燥	速度强化,3,60.0%,3
,,冰冻之风	冰砾		逃脱按键,2,100.0%,1
,,冰锥		冰砾		攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	能量增幅器	贝壳之铃,274,91.95%,18
,,穿透汤匙	能量增幅器	贝壳之铃,75,84.27%,9
,,博识眼镜	讲究眼镜	贝壳之铃,6,66.67%,5
,,焦点镜	能量增幅器	贝壳之铃,37,92.5%,4
,,博识眼镜	穿透汤匙	讲究眼镜,9,100.0%,2
,,博识眼镜	气势头带	讲究眼镜,5,83.33%,2
,,能量增幅器	讲究眼镜	贝壳之铃,2,33.33%,2
,,焦点镜	穿透汤匙	讲究眼镜,11,84.62%,1
,,焦点镜	穿透汤匙	贝壳之铃,7,63.64%,1
,,力量头带	能量增幅器	贝壳之铃,5,100.0%,1
,,博识眼镜	能量增幅器	讲究眼镜,3,100.0%,1
,,焦点镜	讲究眼镜	贝壳之铃,3,100.0%,1
,,力量头带	焦点镜	连打围巾,2,100.0%,1
,,博识眼镜	焦点镜	讲究眼镜,2,100.0%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,2,100.0%,1
,,力量头带	能量增幅器	讲究眼镜,1,50.0%,1
,,博识眼镜	焦点镜	能量增幅器,1,33.33%,1
,,力量头带	博识眼镜	讲究眼镜,0,0.0%,1
7,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,48,7.96%,433,88.37%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,喜懽,63,88.73%
,,WOLFツ,37,90.24%
,,LeBronne,31,93.94%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,啄钻		飞踢		万灵药,272,87.18%,39
,,三重攻击	高速移动	万灵药,126,90.0%,17
,,三重攻击	飞踢		万灵药,26,89.66%,10
,,啄钻		飞踢		逃脱按键,6,100.0%,2
,,啄钻		高速移动	万灵药,2,100.0%,2
,,三重攻击	高速移动	逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	轻石	锐利之爪,228,86.36%,26
,,亿奥斯饼干	猛攻哑铃	锐利之爪,75,90.36%,12
,,猛攻哑铃	能量增幅器	锐利之爪,35,87.5%,3
,,猛攻哑铃	能量增幅器	轻石,38,90.48%,2
,,气势头带	猛攻哑铃	锐利之爪,25,96.15%,2
,,气势头带	猛攻哑铃	轻石,31,93.94%,1
,,亿奥斯饼干	猛攻哑铃	能量增幅器,1,100.0%,1
,,亿奥斯饼干	猛攻哑铃	轻石,0,0.0%,1
8,勾魂眼,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,31,7.75%,436,91.4%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,MYSヤFroggy,113,96.58%
,,悪魔ですます,72,86.75%
,,RB_Suix,71,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,拍落		奇异之光	速度强化,401,91.55%,25
,,拍落		奇异之光	逃脱按键,19,95.0%,6
,,影子偷袭	奇异之光	速度强化,7,87.5%,6
,,拍落		出奇一击	速度强化,5,83.33%,4
,,影子偷袭	奇异之光	逃脱按键,3,75.0%,2
,,拍落		奇异之光	向尾喵的尾巴,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	轻石,203,90.62%,12
,,学习装置	猛攻哑铃	轻石,18,94.74%,5
,,气势头带	猛攻哑铃	轻石,8,88.89%,4
,,吃剩的东西	学习装置	轻石,189,92.65%,3
,,气势头带	轻石	锐利之爪,2,66.67%,3
,,学习装置	得分护盾	轻石,14,93.33%,1
,,力量头带	得分护盾	猛攻哑铃,1,100.0%,1
,,亿奥斯饼干	学习装置	气势头带,1,100.0%,1
,,力量头带	猛攻哑铃	轻石,0,0.0%,1
9,怪力,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,51,5.21%,280,87.23%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,HashOP,39,90.7%
,,GIGACHAD<3,31,83.78%
,,Ansh_Blade,29,93.55%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,近身战	爆裂拳	逃脱按键,146,85.88%,26
,,十字劈	爆裂拳	逃脱按键,121,90.3%,36
,,近身战	深渊翻滚	逃脱按键,6,100.0%,2
,,十字劈	深渊翻滚	逃脱按键,5,62.5%,6
,,十字劈	爆裂拳	攻击强化,1,100.0%,1
,,十字劈	爆裂拳	速度强化,1,100.0%,1
,,近身战	爆裂拳	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	猛攻哑铃	锐利之爪,70,87.5%,15
,,气势头带	猛攻哑铃	锐利之爪,95,91.35%,13
,,力量头带	气势头带	猛攻哑铃,59,83.1%,7
,,力量头带	焦点镜	猛攻哑铃,5,71.43%,4
,,弱点保险	气势头带	猛攻哑铃,16,84.21%,2
,,力量头带	猛攻哑铃	锐利之爪,15,88.24%,2
,,弱点保险	猛攻哑铃	锐利之爪,11,91.67%,1
,,亿奥斯饼干	弱点保险	猛攻哑铃,4,100.0%,1
,,力量头带	气势头带	焦点镜,2,100.0%,1
,,力量头带	焦点镜	锐利之爪,1,100.0%,1
,,猛攻哑铃	轻石	锐利之爪,1,100.0%,1
,,力量头带	弱点保险	猛攻哑铃,1,100.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,0,0.0%,1
,,气势头带	焦点镜	猛攻哑铃,0,0.0%,1
10,朽木妖,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,48,4.82%,268,90.24%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,iDestroyÙ,28,96.55%
,,TMB・Kira,24,96.0%
,,Kyÿ,20,86.96%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,木槌		木角		伤药	,104,88.14%,22
,,木槌		分担痛楚	速度强化,49,96.08%,7
,,木槌		分担痛楚	伤药	,37,86.05%,18
,,木槌		木角		逃脱按键,30,85.71%,6
,,木槌		分担痛楚	逃脱按键,19,100.0%,6
,,木槌		木角		速度强化,16,100.0%,4
,,咒术		木角		逃脱按键,6,85.71%,2
,,咒术		木角		伤药	,3,75.0%,3
,,咒术		木角		速度强化,2,100.0%,2
,,木槌		分担痛楚	万灵药,1,100.0%,1
,,咒术		分担痛楚	速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,79,91.86%,16
,,亿奥斯饼干	气势头带	猛攻哑铃,47,92.16%,9
,,学习装置	弱点保险	气势头带,15,88.24%,5
,,救援屏障	气势头带	猛攻哑铃,9,81.82%,3
,,学习装置	气势头带	猛攻哑铃,30,90.91%,2
,,学习装置	救援屏障	气势头带,29,96.67%,2
,,亿奥斯饼干	学习装置	气势头带,29,90.62%,2
,,亿奥斯饼干	弱点保险	气势头带,12,92.31%,2
,,亿奥斯饼干	学习装置	救援屏障,6,85.71%,1
,,亿奥斯饼干	救援屏障	气势头带,4,100.0%,1
,,力量头带	学习装置	猛攻哑铃,4,100.0%,1
,,凸凸头盔	气势头带	猛攻哑铃,2,66.67%,1
,,亿奥斯饼干	凸凸头盔	气势头带,2,50.0%,1
,,弱点保险	气势头带	能量增幅器,0,0.0%,1
,,亿奥斯饼干	力量头带	猛攻哑铃,0,0.0%,1
11,妖火红狐,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,40,4.45%,246,89.78%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Red_Eye?,48,90.57%
,,Dreamt.,35,89.74%
,,YASHRANGERA,23,95.83%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,魔法火焰	蓄能焰袭	逃脱按键,94,94.0%,20
,,大字爆炎	火焰旋涡	逃脱按键,73,85.88%,11
,,魔法火焰	蓄能焰袭	万灵药,26,89.66%,7
,,大字爆炎	蓄能焰袭	万灵药,25,100.0%,3
,,大字爆炎	蓄能焰袭	逃脱按键,16,84.21%,8
,,魔法火焰	火焰旋涡	逃脱按键,10,71.43%,2
,,大字爆炎	火焰旋涡	万灵药,1,100.0%,1
,,大字爆炎	火焰旋涡	速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,能量增幅器	讲究眼镜	贝壳之铃,53,89.83%,11
,,博识眼镜	穿透汤匙	讲究眼镜,46,90.2%,6
,,穿透汤匙	能量增幅器	讲究眼镜,42,93.33%,5
,,博识眼镜	讲究眼镜	贝壳之铃,12,80.0%,4
,,博识眼镜	能量增幅器	讲究眼镜,27,93.1%,3
,,穿透汤匙	能量增幅器	贝壳之铃,7,77.78%,3
,,博识眼镜	能量增幅器	贝壳之铃,49,90.74%,2
,,救援屏障	能量增幅器	讲究眼镜,1,50.0%,2
,,救援屏障	能量增幅器	贝壳之铃,4,100.0%,1
,,气势头带	能量增幅器	讲究眼镜,3,75.0%,1
,,气势头带	讲究眼镜	贝壳之铃,1,100.0%,1
,,博识眼镜	穿透汤匙	能量增幅器,1,100.0%,1
12,武道熊师,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,44,3.8%,199,85.04%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,TRU・Guizin,30,96.77%
,,TRU・Wablet,26,100.0%
,,YASHRANGERA,12,85.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水流连打	水流裂破	万灵药,98,88.29%,21
,,暗冥强击	深渊突刺	逃脱按键,42,89.36%,11
,,水流连打	水流裂破	速度强化,24,75.0%,5
,,水流连打	水流裂破	逃脱按键,20,74.07%,12
,,暗冥强击	深渊突刺	速度强化,10,90.91%,5
,,暗冥强击	深渊突刺	万灵药,3,75.0%,4
,,水流连打	水流裂破	攻击强化,1,100.0%,1
,,水流连打	水流裂破	伤药	,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	猛攻哑铃	锐利之爪,79,91.86%,8
,,气势头带	猛攻哑铃	锐利之爪,22,88.0%,6
,,弱点保险	猛攻哑铃	锐利之爪,15,78.95%,4
,,气势头带	焦点镜	猛攻哑铃,4,66.67%,4
,,力量头带	弱点保险	锐利之爪,13,76.47%,3
,,力量头带	气势头带	锐利之爪,13,72.22%,3
,,焦点镜	猛攻哑铃	锐利之爪,5,62.5%,3
,,弱点保险	气势头带	猛攻哑铃,4,100.0%,2
,,力量头带	气势头带	猛攻哑铃,2,100.0%,2
,,力量头带	弱点保险	气势头带,9,100.0%,1
,,力量头带	气势头带	连打围巾,9,90.0%,1
,,弱点保险	焦点镜	猛攻哑铃,7,77.78%,1
,,弱点保险	能量增幅器	锐利之爪,6,100.0%,1
,,弱点保险	焦点镜	锐利之爪,5,100.0%,1
,,力量头带	焦点镜	猛攻哑铃,3,75.0%,1
,,弱点保险	气势头带	锐利之爪,2,66.67%,1
,,猛攻哑铃	能量增幅器	锐利之爪,1,50.0%,1
,,气势头带	能量增幅器	锐利之爪,0,0.0%,1
13,沙奈朵,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,41,3.62%,192,86.1%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,S8ul・Legend,43,100.0%
,,CG・Proxie,24,82.76%
,,TV・ManoTv,21,84.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,精神强念	精神冲击	逃脱按键,113,86.26%,30
,,精神强念	预知未来	逃脱按键,40,93.02%,9
,,月亮之力	精神冲击	逃脱按键,19,82.61%,13
,,精神强念	精神冲击	速度强化,13,81.25%,2
,,月亮之力	预知未来	逃脱按键,5,83.33%,4
,,月亮之力	精神冲击	速度强化,1,100.0%,1
,,月亮之力	预知未来	速度强化,1,50.0%,1
,,精神强念	预知未来	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,98,88.29%,12
,,博识眼镜	能量增幅器	讲究眼镜,31,86.11%,7
,,博识眼镜	讲究眼镜	贝壳之铃,21,87.5%,7
,,穿透汤匙	能量增幅器	讲究眼镜,22,73.33%,5
,,能量增幅器	讲究眼镜	贝壳之铃,7,77.78%,3
,,救援屏障	穿透汤匙	讲究眼镜,3,100.0%,2
,,博识眼镜	穿透汤匙	能量增幅器,5,100.0%,1
,,博识眼镜	气势头带	穿透汤匙,2,100.0%,1
,,力量头带	博识眼镜	气势头带,1,100.0%,1
,,博识眼镜	气势头带	讲究眼镜,1,100.0%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,1,100.0%,1
14,卡比兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,32,3.26%,174,86.57%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,爪Ʀ_卂ƲƦ卂,37,78.72%
,,TeamINDAmrut,36,94.74%
,,WOLFツ,18,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,重磅冲撞	挡路		速度强化,116,84.06%,20
,,重磅冲撞	挡路		逃脱按键,55,91.67%,13
,,抓狂		挡路		速度强化,3,100.0%,3
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,128,89.51%,25
,,亿奥斯饼干	救援屏障	气势头带,3,75.0%,2
,,救援屏障	气势头带	轻石,37,78.72%,1
,,气势头带	焦点镜	猛攻哑铃,2,100.0%,1
,,学习装置	援助头巾	气势头带,2,66.67%,1
,,得分护盾	救援屏障	气势头带,1,100.0%,1
,,学习装置	气势头带	轻石,1,100.0%,1
15,皮可西,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,26,3.22%,175,88.38%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,iDestroyÙ,26,92.86%
,,Ansh_Blade,24,100.0%
,,UExVEGETA,18,81.82%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,月光		重力		速度强化,127,90.07%,17
,,月光		重力		逃脱按键,21,87.5%,6
,,月光		看我嘛	速度强化,21,77.78%,9
,,月光		看我嘛	逃脱按键,4,100.0%,2
,,吸取之吻	看我嘛	攻击强化,1,100.0%,1
,,吸取之吻	看我嘛	速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	援助头巾	气势头带,65,95.59%,5
,,学习装置	救援屏障	气势头带,28,77.78%,3
,,学习装置	气势头带	进击眼镜,20,83.33%,3
,,学习装置	气势头带	能量增幅器,7,100.0%,2
,,救援屏障	气势头带	进击眼镜,6,75.0%,2
,,博识眼镜	学习装置	气势头带,2,100.0%,2
,,救援屏障	能量增幅器	进击眼镜,18,81.82%,1
,,学习装置	援助头巾	进击眼镜,10,100.0%,1
,,博识眼镜	援助头巾	救援屏障,9,90.0%,1
,,学习装置	援助头巾	救援屏障,5,100.0%,1
,,学习装置	穿透汤匙	进击眼镜,1,100.0%,1
,,博识眼镜	学习装置	援助头巾,1,100.0%,1
,,气势头带	贝壳之铃	进击眼镜,1,100.0%,1
,,学习装置	气势头带	讲究眼镜,1,100.0%,1
,,学习装置	救援屏障	进击眼镜,1,50.0%,1
16,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,47,3.04%,158,84.49%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,TheOGRedOp,26,92.86%
,,OGひSolo,11,84.62%
,,Iconic?,10,90.91%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,神速		骨棒乱打	万灵药,70,83.33%,24
,,神速		骨棒乱打	速度强化,22,95.65%,6
,,增强拳	近身战	速度强化,15,88.24%,6
,,增强拳	近身战	逃脱按键,15,78.95%,7
,,神速		近身战	万灵药,10,90.91%,4
,,增强拳	近身战	攻击强化,10,83.33%,7
,,神速		骨棒乱打	逃脱按键,6,75.0%,6
,,增强拳	近身战	万灵药,4,100.0%,4
,,神速		骨棒乱打	攻击强化,2,66.67%,3
,,神速		近身战	速度强化,2,50.0%,2
,,增强拳	骨棒乱打	攻击强化,1,100.0%,1
,,增强拳	骨棒乱打	万灵药,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	猛攻哑铃,91,87.5%,20
,,弱点保险	猛攻哑铃	锐利之爪,30,75.0%,16
,,力量头带	猛攻哑铃	锐利之爪,25,92.59%,7
