,一共游戏场数,4038
,,焦点镜	猛攻哑铃	锐利之爪,1,25.0%,1
,,猛攻哑铃	能量增幅器	连打围巾,1,25.0%,1
,,学习装置	气势头带	猛攻哑铃,0,0.0%,1
6,超梦Y,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,56,7.85%,226,71.29%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ʚ美少女戦士ɞ,24,77.42%
,,FL_yume爱,15,83.33%
,,kaíbutsu,14,73.68%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,精神击破	瞬间移动	攻击强化,157,70.09%,50
,,精神击破	瞬间移动	逃脱按键,66,75.86%,11
,,精神击破	瞬间移动	万灵药,2,100.0%,2
,,预知未来	瞬间移动	攻击强化,1,50.0%,1
,,预知未来	自我再生	伤药	,0,0.0%,1
,,精神击破	自我再生	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	讲究眼镜	驱动镜,58,77.33%,7
,,穿透汤匙	讲究眼镜	驱动镜,18,85.71%,4
,,学习装置	连打围巾	驱动镜,8,72.73%,4
,,力量头带	连打围巾	驱动镜,4,44.44%,4
,,咒术熏香	学习装置	驱动镜,20,68.97%,3
,,讲究眼镜	连打围巾	驱动镜,12,100.0%,3
,,力量头带	讲究眼镜	连打围巾,9,56.25%,3
,,学习装置	穿透汤匙	驱动镜,8,100.0%,3
,,博识眼镜	穿透汤匙	讲究眼镜,2,66.67%,3
,,博识眼镜	讲究眼镜	驱动镜,11,61.11%,2
,,力量头带	咒术熏香	连打围巾,9,52.94%,2
,,力量头带	学习装置	连打围巾,8,72.73%,2
,,博识眼镜	连打围巾	驱动镜,2,100.0%,2
,,博识眼镜	穿透汤匙	驱动镜,0,0.0%,2
,,学习装置	穿透汤匙	讲究眼镜,14,73.68%,1
,,咒术熏香	讲究眼镜	驱动镜,14,70.0%,1
,,咒术熏香	连打围巾	驱动镜,6,60.0%,1
,,力量头带	学习装置	讲究眼镜,5,71.43%,1
,,咒术熏香	学习装置	讲究眼镜,4,66.67%,1
,,力量头带	穿透汤匙	连打围巾,4,44.44%,1
,,力量头带	博识眼镜	咒术熏香,3,100.0%,1
,,博识眼镜	学习装置	驱动镜,3,100.0%,1
,,博识眼镜	咒术熏香	驱动镜,3,100.0%,1
,,咒术熏香	学习装置	穿透汤匙,1,100.0%,1
,,咒术熏香	学习装置	气势头带,0,0.0%,1
,,穿透汤匙	连打围巾	驱动镜,0,0.0%,1
7,千面避役,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,48,7.23%,206,70.55%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Player66734,20,86.96%
,,石川撲滅マン,20,66.67%
,,Rykouu,18,72.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,致命针刺	狙击		逃脱按键,201,70.53%,48
,,致命针刺	狙击		脱壳忍者玩偶,2,100.0%,2
,,杂技		水流裂破	逃脱按键,2,50.0%,1
,,杂技		狙击		逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,83,68.03%,19
,,博识眼镜	讲究眼镜	驱动镜,59,72.84%,12
,,穿透汤匙	讲究眼镜	驱动镜,50,68.49%,11
,,博识眼镜	穿透汤匙	驱动镜,12,85.71%,4
,,咒术熏香	穿透汤匙	讲究眼镜,1,100.0%,1
,,学习装置	讲究眼镜	驱动镜,1,100.0%,1
8,苍响,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,45,7.06%,203,71.23%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Mame(無職),63,75.9%
,,ᅠ森羅万象マン,22,81.48%
,,竜舞ばらてゃ,13,76.47%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,圣剑		高速移动	逃脱按键,64,66.67%,24
,,圣剑		高速移动	万灵药,55,74.32%,11
,,圣剑		嬉闹		逃脱按键,51,78.46%,7
,,金属爪	嬉闹		逃脱按键,11,64.71%,3
,,圣剑		嬉闹		万灵药,7,63.64%,7
,,金属爪	嬉闹		万灵药,5,71.43%,3
,,金属爪	高速移动	万灵药,5,71.43%,1
,,金属爪	高速移动	逃脱按键,3,50.0%,5
,,金属爪	嬉闹		攻击强化,1,100.0%,1
,,圣剑		嬉闹		攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	增速护腕	腐朽的剑,164,72.57%,23
,,增速护腕	腐朽的剑	锐利之爪,23,65.71%,9
,,力量头带	腐朽的剑	锐利之爪,10,66.67%,7
,,增速护腕	猛攻哑铃	腐朽的剑,2,40.0%,3
,,力量头带	焦点镜	腐朽的剑,2,100.0%,1
,,学习装置	气势头带	腐朽的剑,1,100.0%,1
,,增速护腕	焦点镜	腐朽的剑,1,100.0%,1
9,叶伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,67,5.99%,173,71.49%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Vlacan・YT,20,83.33%
,,N'shiro_,19,73.08%
,,AXIZ_Polin,14,87.5%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,飞叶快刀	燕返		攻击强化,148,74.0%,55
,,飞叶快刀	燕返		万灵药,12,60.0%,9
,,飞叶快刀	燕返		逃脱按键,7,87.5%,3
,,日光刃	燕返		逃脱按键,3,75.0%,3
,,日光刃	叶刃		逃脱按键,2,100.0%,2
,,日光刃	叶刃		攻击强化,1,50.0%,2
,,飞叶快刀	燕返		伤药	,0,0.0%,1
,,飞叶快刀	叶刃		逃脱按键,0,0.0%,1
,,飞叶快刀	叶刃		万灵药,0,0.0%,1
,,日光刃	燕返		万灵药,0,0.0%,1
,,飞叶快刀	叶刃		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,增速护腕	猛攻哑铃	能量增幅器,95,72.52%,27
,,猛攻哑铃	能量增幅器	锐利之爪,50,74.63%,21
,,增速护腕	猛攻哑铃	锐利之爪,22,62.86%,13
,,充能坠饰	增速护腕	猛攻哑铃,4,66.67%,3
,,猛攻哑铃	能量增幅器	轻石,1,100.0%,1
,,学习装置	猛攻哑铃	锐利之爪,1,100.0%,1
,,学习装置	猛攻哑铃	能量增幅器,0,0.0%,1
10,巨金怪,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,51,5.65%,169,74.12%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,AXIZ_Polin,48,71.64%
,,石川撲滅マン,13,86.67%
,,FL覚醒ましお,10,90.91%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,陀螺球	电磁飘浮	速度强化,117,73.58%,40
,,陀螺球	电磁飘浮	万灵药,25,69.44%,13
,,陀螺球	电磁飘浮	逃脱按键,7,77.78%,3
,,彗星拳	电磁飘浮	速度强化,5,83.33%,3
,,陀螺球	意念头锤	万灵药,4,66.67%,4
,,彗星拳	意念头锤	速度强化,3,100.0%,2
,,陀螺球	意念头锤	速度强化,3,100.0%,2
,,彗星拳	电磁飘浮	万灵药,2,100.0%,2
,,彗星拳	意念头锤	万灵药,2,100.0%,2
,,陀螺球	意念头锤	脱壳忍者玩偶,1,100.0%,1
,,彗星拳	电磁飘浮	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,增速护腕	气势头带	猛攻哑铃,62,78.48%,17
,,增速护腕	弱点保险	猛攻哑铃,79,71.17%,13
,,弱点保险	气势头带	猛攻哑铃,8,88.89%,5
,,增速护腕	猛攻哑铃	锐利之爪,9,81.82%,4
,,力量头带	弱点保险	猛攻哑铃,3,100.0%,3
,,增速护腕	弱点保险	气势头带,0,0.0%,2
,,增速护腕	学习装置	弱点保险,3,75.0%,1
,,增速护腕	弱点保险	锐利之爪,2,66.67%,1
,,弱点保险	猛攻哑铃	锐利之爪,1,100.0%,1
,,力量头带	增速护腕	猛攻哑铃,1,100.0%,1
,,凸凸头盔	猛攻哑铃	锐利之爪,1,50.0%,1
,,力量头带	增速护腕	弱点保险,0,0.0%,1
,,亿奥斯饼干	弱点保险	猛攻哑铃,0,0.0%,1
11,达克莱伊,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,46,5.4%,153,70.18%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,石川撲滅マン,25,65.79%
,,AXIZ_kаbi,14,77.78%
,,FL_yume爱,10,76.92%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗黑洞	诡计		逃脱按键,90,70.31%,30
,,暗黑洞	诡计		万灵药,52,67.53%,23
,,暗黑洞	诡计		伤药	,7,87.5%,2
,,暗黑洞	恶之波动	逃脱按键,2,100.0%,2
,,暗影爪	诡计		逃脱按键,1,100.0%,1
,,暗黑洞	诡计		速度强化,1,50.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	驱动镜,31,72.09%,8
,,穿透汤匙	讲究眼镜	驱动镜,26,66.67%,7
,,咒术熏香	学习装置	驱动镜,35,68.63%,5
,,博识眼镜	穿透汤匙	驱动镜,7,58.33%,5
,,学习装置	讲究眼镜	驱动镜,15,78.95%,3
,,气势头带	穿透汤匙	驱动镜,4,57.14%,2
,,讲究眼镜	进击眼镜	驱动镜,2,50.0%,2
,,咒术熏香	气势头带	驱动镜,10,71.43%,1
,,咒术熏香	学习装置	气势头带,7,100.0%,1
,,咒术熏香	穿透汤匙	驱动镜,4,100.0%,1
,,博识眼镜	讲究眼镜	驱动镜,3,75.0%,1
,,咒术熏香	讲究眼镜	驱动镜,2,50.0%,1
,,博识眼镜	咒术熏香	驱动镜,1,100.0%,1
,,学习装置	气势头带	穿透汤匙,1,100.0%,1
,,博识眼镜	穿透汤匙	讲究眼镜,1,100.0%,1
,,穿透汤匙	进击眼镜	驱动镜,1,100.0%,1
,,气势头带	讲究眼镜	驱动镜,1,100.0%,1
,,博识眼镜	气势头带	穿透汤匙,1,100.0%,1
,,博识眼镜	进击眼镜	驱动镜,1,50.0%,1
,,博识眼镜	学习装置	穿透汤匙,0,0.0%,1
,,咒术熏香	气势头带	讲究眼镜,0,0.0%,1
12,朽木妖,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,36,5.27%,150,70.42%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Wolf運ぶ,48,76.19%
,,アルも飲む?,39,70.91%
,,一Lily愛,10,71.43%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,咒术		木角		速度强化,72,69.9%,21
,,木槌		木角		逃脱按键,58,72.5%,9
,,木槌		木角		速度强化,12,66.67%,7
,,咒术		木角		逃脱按键,5,71.43%,6
,,咒术		木角		伤药	,1,100.0%,1
,,木槌		木角		伤药	,1,100.0%,1
,,咒术		分担痛楚	速度强化,1,33.33%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,亿奥斯饼干	气势头带	猛攻哑铃,17,70.83%,12
,,共鸣护盾	学习装置	气势头带,54,73.97%,3
,,救援屏障	气势头带	猛攻哑铃,41,69.49%,3
,,凸凸头盔	气势头带	猛攻哑铃,7,87.5%,3
,,亿奥斯饼干	学习装置	气势头带,2,40.0%,3
,,增速护腕	气势头带	猛攻哑铃,1,25.0%,3
,,学习装置	气势头带	轻石,11,73.33%,2
,,咒术手镯	气势头带	猛攻哑铃,1,33.33%,2
,,亿奥斯饼干	弱点保险	气势头带,10,66.67%,1
,,增速护腕	弱点保险	气势头带,2,100.0%,1
,,亿奥斯饼干	凸凸头盔	气势头带,2,66.67%,1
,,亿奥斯饼干	学习装置	猛攻哑铃,1,100.0%,1
,,凸凸头盔	增速护腕	气势头带,1,100.0%,1
13,月亮伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,41,4.8%,143,73.71%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,アルも飲む?,22,73.33%
,,FL_Serata,13,76.47%
,,だあひよん',10,71.43%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,移花接木	大声咆哮	速度强化,110,78.57%,29
,,移花接木	祈愿		速度强化,15,71.43%,13
,,黑色目光	祈愿		速度强化,11,55.0%,10
,,黑色目光	大声咆哮	逃脱按键,2,100.0%,1
,,黑色目光	大声咆哮	速度强化,2,50.0%,4
,,移花接木	大声咆哮	伤药	,1,100.0%,1
,,黑色目光	祈愿		伤药	,1,100.0%,1
,,移花接木	大声咆哮	逃脱按键,1,25.0%,1
,,黑色目光	祈愿		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,亿奥斯饼干	学习装置	气势头带,59,75.64%,14
,,学习装置	气势头带	猛攻哑铃,16,69.57%,9
,,学习装置	救援屏障	气势头带,51,72.86%,6
,,亿奥斯饼干	学习装置	救援屏障,5,100.0%,3
,,共鸣护盾	学习装置	气势头带,1,50.0%,2
,,增速护腕	学习装置	猛攻哑铃,1,50.0%,2
,,学习装置	猛攻哑铃	轻石,5,71.43%,1
,,增速护腕	学习装置	气势头带,2,66.67%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,1,100.0%,1
,,学习装置	气势头带	轻石,1,100.0%,1
,,气势头带	猛攻哑铃	锐利之爪,1,50.0%,1
14,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,53,4.71%,138,72.63%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,騎拉帝納餅餅,17,85.0%
,,kakashiッ梛,10,83.33%
,,Mufasa°,7,87.5%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三旋击	热带踢	万灵药,47,74.6%,32
,,三旋击	青草滑梯	万灵药,37,86.05%,16
,,踩踏		青草滑梯	万灵药,17,70.83%,11
,,踩踏		热带踢	攻击强化,14,58.33%,13
,,踩踏		热带踢	万灵药,12,60.0%,12
,,三旋击	热带踢	攻击强化,5,83.33%,4
,,三旋击	青草滑梯	攻击强化,3,100.0%,3
,,踩踏		青草滑梯	攻击强化,3,42.86%,5
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,增速护腕	气势头带	猛攻哑铃,62,71.26%,23
,,弱点保险	气势头带	猛攻哑铃,57,73.08%,21
,,增速护腕	弱点保险	猛攻哑铃,12,85.71%,5
,,增速护腕	弱点保险	气势头带,4,57.14%,2
,,力量头带	增速护腕	猛攻哑铃,2,66.67%,1
,,增速护腕	弱点保险	锐利之爪,1,100.0%,1
15,胡帕,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,26,3.71%,115,76.67%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,夢を壊すな!!,37,77.08%
,,だあひよん',28,80.0%
,,AE_77chin,7,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜灵奇袭	戏法		速度强化,56,74.67%,13
,,潜灵奇袭	戏法		逃脱按键,49,80.33%,6
,,潜灵奇袭	异次元洞	逃脱按键,3,60.0%,3
,,潜灵奇袭	异次元洞	速度强化,2,100.0%,2
,,潜灵奇袭	戏法		伤药	,2,100.0%,2
,,潜灵奇袭	戏法		脱壳忍者玩偶,2,66.67%,1
,,潜灵奇袭	戏法		万灵药,1,100.0%,1
,,潜灵奇袭	异次元洞	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	学习装置	气势头带,20,76.92%,9
,,力量头带	学习装置	轻石,38,73.08%,4
,,共鸣护盾	力量头带	学习装置,40,76.92%,3
,,吃剩的东西	学习装置	轻石,8,100.0%,2
,,共鸣护盾	吃剩的东西	学习装置,1,50.0%,2
,,力量头带	咒术熏香	学习装置,3,75.0%,1
,,咒术熏香	学习装置	轻石,2,100.0%,1
,,力量头带	学习装置	驱动镜,1,100.0%,1
,,共鸣护盾	学习装置	驱动镜,1,100.0%,1
,,力量头带	吃剩的东西	学习装置,1,100.0%,1
,,博识眼镜	讲究眼镜	驱动镜,0,0.0%,1
16,耿鬼,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,45,3.62%,101,69.18%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,不可視y2__,11,68.75%
,,かぴおです,10,66.67%
,,KAiシ,6,85.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,污泥炸弹	祸不单行	万灵药,45,69.23%,22
,,暗影球	食梦		逃脱按键,35,72.92%,22
,,暗影球	食梦		万灵药,12,75.0%,10
,,暗影球	食梦		攻击强化,8,53.33%,7
,,污泥炸弹	祸不单行	逃脱按键,1,100.0%,1
,,暗影球	食梦		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	进击眼镜	驱动镜,30,69.77%,9
,,穿透汤匙	进击眼镜	驱动镜,25,80.65%,9
,,讲究眼镜	进击眼镜	驱动镜,10,55.56%,9
,,博识眼镜	讲究眼镜	驱动镜,19,76.0%,7
,,穿透汤匙	讲究眼镜	进击眼镜,3,50.0%,3
,,博识眼镜	穿透汤匙	讲究眼镜,2,100.0%,2
,,博识眼镜	穿透汤匙	驱动镜,2,50.0%,2
,,贝壳之铃	进击眼镜	驱动镜,5,62.5%,1
,,博识眼镜	穿透汤匙	进击眼镜,3,50.0%,1
,,博识眼镜	讲究眼镜	进击眼镜,1,100.0%,1
,,学习装置	讲究眼镜	驱动镜,1,50.0%,1
17,坚盾剑怪,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,31,3.32%,88,65.67%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ryoutamusic,33,68.75%
,,Suiteki,12,80.0%
,,N'shiro_,10,83.33%
