,一共游戏场数,3817
,,喷射火焰	大字爆炎	速度强化,41,73.21%,20
,,喷射火焰	大字爆炎	攻击强化,29,67.44%,20
,,火焰拳	闪焰冲锋	逃脱按键,19,82.61%,2
,,喷射火焰	闪焰冲锋	攻击强化,17,85.0%,15
,,喷射火焰	大字爆炎	逃脱按键,13,86.67%,3
,,火焰拳	闪焰冲锋	攻击强化,13,86.67%,9
,,喷射火焰	闪焰冲锋	速度强化,5,62.5%,6
,,喷射火焰	闪焰冲锋	万灵药,4,100.0%,3
,,喷射火焰	大字爆炎	万灵药,4,66.67%,5
,,火焰拳	闪焰冲锋	速度强化,2,66.67%,2
,,火焰拳	大字爆炎	速度强化,1,100.0%,1
,,火焰拳	闪焰冲锋	万灵药,1,100.0%,1
,,喷射火焰	大字爆炎	伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,咒术手镯	焦点镜	猛攻哑铃,88,75.86%,38
,,弱点保险	焦点镜	猛攻哑铃,11,45.83%,5
,,焦点镜	猛攻哑铃	能量增幅器,4,80.0%,3
,,咒术手镯	弱点保险	焦点镜,4,100.0%,2
,,弱点保险	气势头带	猛攻哑铃,29,87.88%,1
,,焦点镜	猛攻哑铃	轻石,4,100.0%,1
,,治愈王冠	焦点镜	猛攻哑铃,3,100.0%,1
,,力量头带	焦点镜	猛攻哑铃,2,100.0%,1
,,力量头带	猛攻哑铃	能量增幅器,2,100.0%,1
,,亿奥斯饼干	弱点保险	猛攻哑铃,1,100.0%,1
,,焦点镜	能量增幅器	锐利之爪,1,50.0%,1
6,象牙猪,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,33,5.11%,139,71.28%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,LG・PikaDiff,29,93.55%
,,セラータ,16,64.0%
,,ちゃがてゃ*,15,65.22%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰冻牙	地震		逃脱按键,139,72.02%,33
,,冰柱坠击	十万马力	逃脱按键,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	学习装置	气势头带,65,73.03%,10
,,学习装置	气势头带	轻石,24,66.67%,7
,,学习装置	救援屏障	气势头带,34,73.91%,6
,,气势头带	猛攻哑铃	锐利之爪,11,68.75%,6
,,亿奥斯饼干	学习装置	气势头带,2,100.0%,1
,,气势头带	猛攻哑铃	连打围巾,2,50.0%,1
,,力量头带	猛攻哑铃	锐利之爪,1,100.0%,1
,,学习装置	气势头带	猛攻哑铃,0,0.0%,1
6,月亮伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,45,5.11%,137,70.26%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Holly__,17,80.95%
,,LG・PikaDiff,9,81.82%
,,ONIC・illuna,9,81.82%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,移花接木	大声咆哮	速度强化,70,67.96%,36
,,移花接木	祈愿		速度强化,42,79.25%,17
,,黑色目光	祈愿		速度强化,15,71.43%,15
,,黑色目光	大声咆哮	速度强化,3,60.0%,5
,,移花接木	祈愿		逃脱按键,2,66.67%,2
,,黑色目光	祈愿		得分区控制器,1,100.0%,1
,,黑色目光	祈愿		逃脱按键,1,100.0%,1
,,移花接木	大声咆哮	得分区控制器,1,50.0%,2
,,移花接木	大声咆哮	逃脱按键,1,50.0%,2
,,黑色目光	祈愿		伤药	,1,33.33%,1
,,移花接木	祈愿		迟缓烟雾,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,亿奥斯饼干	学习装置	气势头带,42,71.19%,16
,,学习装置	气势头带	猛攻哑铃,46,71.88%,9
,,学习装置	救援屏障	气势头带,22,73.33%,4
,,共鸣护盾	学习装置	气势头带,7,63.64%,4
,,气势头带	猛攻哑铃	锐利之爪,4,66.67%,3
,,学习装置	救援屏障	猛攻哑铃,3,42.86%,2
,,亿奥斯饼干	气势头带	猛攻哑铃,1,50.0%,2
,,共鸣护盾	学习装置	救援屏障,9,81.82%,1
,,亿奥斯饼干	共鸣护盾	学习装置,2,100.0%,1
,,力量头带	气势头带	猛攻哑铃,1,100.0%,1
,,亿奥斯饼干	学习装置	救援屏障,0,0.0%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,0,0.0%,1
8,暴鲤龙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,49,4.9%,136,72.73%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,にしよさん,14,63.64%
,,ONX·亗ASH,12,63.16%
,,Nerо,10,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,龙息		弹跳		逃脱按键,132,73.74%,49
,,龙息		弹跳		万灵药,3,60.0%,2
,,龙息		弹跳		得分区控制器,1,100.0%,1
,,水流尾	弹跳		逃脱按键,0,0.0%,1
,,龙息		攀瀑		逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	猛攻哑铃	锐利之爪,32,69.57%,12
,,力量头带	弱点保险	猛攻哑铃,35,71.43%,9
,,弱点保险	猛攻哑铃	锐利之爪,29,72.5%,8
,,力量头带	气势头带	猛攻哑铃,11,64.71%,5
,,焦点镜	猛攻哑铃	锐利之爪,9,75.0%,5
,,气势头带	猛攻哑铃	锐利之爪,9,81.82%,3
,,力量头带	焦点镜	猛攻哑铃,3,100.0%,1
,,弱点保险	气势头带	猛攻哑铃,3,100.0%,1
,,焦点镜	猛攻哑铃	能量增幅器,2,100.0%,1
,,亿奥斯饼干	力量头带	猛攻哑铃,1,100.0%,1
,,力量头带	气势头带	锐利之爪,1,100.0%,1
,,力量头带	猛攻哑铃	能量增幅器,1,100.0%,1
,,弱点保险	焦点镜	猛攻哑铃,0,0.0%,1
9,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,40,4.72%,123,68.33%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,りんご食べた,20,74.07%
,,;(ㅤㅤ,19,70.37%
,,Nerо,9,69.23%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,踩踏		青草滑梯	攻击强化,48,71.64%,17
,,踩踏		热带踢	攻击强化,45,65.22%,24
,,踩踏		热带踢	万灵药,14,77.78%,12
,,踩踏		青草滑梯	万灵药,7,58.33%,8
,,三旋击	青草滑梯	攻击强化,3,60.0%,2
,,三旋击	热带踢	万灵药,2,66.67%,3
,,三旋击	热带踢	攻击强化,2,66.67%,2
,,踩踏		热带踢	速度强化,1,100.0%,1
,,踩踏		热带踢	逃脱按键,1,100.0%,1
,,三旋击	青草滑梯	万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,108,67.08%,34
,,弱点保险	猛攻哑铃	锐利之爪,13,76.47%,4
,,学习装置	弱点保险	猛攻哑铃,1,100.0%,1
,,力量头带	弱点保险	猛攻哑铃,1,100.0%,1
10,密勒顿,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,43,4.64%,123,69.49%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,El_a_ch_chシ,14,93.33%
,,俺の名はn,10,83.33%
,,ONIC・AXQ,9,81.82%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,充电光束	打雷		逃脱按键,36,72.0%,20
,,闪电猛冲	抛物面充电	脱壳忍者玩偶,20,60.61%,9
,,闪电猛冲	抛物面充电	逃脱按键,18,78.26%,9
,,闪电猛冲	抛物面充电	万灵药,17,62.96%,12
,,闪电猛冲	抛物面充电	伤药	,13,100.0%,7
,,充电光束	打雷		速度强化,9,69.23%,4
,,充电光束	抛物面充电	逃脱按键,7,70.0%,3
,,闪电猛冲	抛物面充电	攻击强化,2,100.0%,1
,,充电光束	打雷		万灵药,1,25.0%,3
,,充电光束	抛物面充电	脱壳忍者玩偶,0,0.0%,1
,,闪电猛冲	打雷		伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	咒术熏香	穿透汤匙,23,71.88%,8
,,博识眼镜	穿透汤匙	讲究眼镜,17,73.91%,8
,,咒术熏香	穿透汤匙	讲究眼镜,32,76.19%,7
,,博识眼镜	穿透汤匙	进击眼镜,13,56.52%,5
,,穿透汤匙	能量增幅器	贝壳之铃,9,69.23%,3
,,博识眼镜	穿透汤匙	贝壳之铃,7,77.78%,3
,,博识眼镜	讲究眼镜	进击眼镜,10,66.67%,2
,,咒术熏香	学习装置	讲究眼镜,4,80.0%,2
,,穿透汤匙	讲究眼镜	进击眼镜,3,60.0%,2
,,博识眼镜	咒术熏香	贝壳之铃,3,37.5%,1
,,学习装置	穿透汤匙	讲究眼镜,1,100.0%,1
,,博识眼镜	穿透汤匙	能量增幅器,1,100.0%,1
11,甲贺忍蛙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,52,4.58%,129,73.71%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,^Akshu^,13,92.86%
,,よっしーー_,9,69.23%
,,Illusion水,8,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		影子分身	攻击强化,29,87.88%,11
,,冲浪		影子分身	逃脱按键,27,67.5%,13
,,飞水手里剑	影子分身	逃脱按键,23,60.53%,20
,,冲浪		烟幕		攻击强化,21,75.0%,11
,,飞水手里剑	影子分身	攻击强化,19,82.61%,10
,,冲浪		烟幕		逃脱按键,4,80.0%,3
,,冲浪		烟幕		万灵药,2,100.0%,2
,,飞水手里剑	影子分身	万灵药,2,50.0%,3
,,飞水手里剑	烟幕		逃脱按键,1,100.0%,1
,,冲浪		影子分身	万灵药,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	焦点镜	猛攻哑铃,66,86.84%,19
,,力量头带	猛攻哑铃	连打围巾,16,51.61%,8
,,充能坠饰	力量头带	连打围巾,16,80.0%,5
,,充能坠饰	力量头带	猛攻哑铃,16,66.67%,5
,,力量头带	咒术手镯	猛攻哑铃,6,66.67%,5
,,力量头带	焦点镜	连打围巾,6,66.67%,5
,,力量头带	猛攻哑铃	能量增幅器,2,66.67%,2
,,力量头带	猛攻哑铃	锐利之爪,1,100.0%,1
,,力量头带	咒术手镯	连打围巾,0,0.0%,1
,,充能坠饰	猛攻哑铃	连打围巾,0,0.0%,1
12,苍响,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,46,4.19%,117,73.12%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,</>メYagbolz,9,69.23%
,,騙さない,9,60.0%
,,最低学年¹,7,77.78%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,圣剑		高速移动	逃脱按键,92,77.31%,41
,,金属爪	高速移动	逃脱按键,13,72.22%,4
,,金属爪	高速移动	攻击强化,7,58.33%,1
,,圣剑		高速移动	万灵药,3,60.0%,3
,,圣剑		嬉闹		逃脱按键,2,100.0%,2
,,金属爪	嬉闹		逃脱按键,0,0.0%,2
,,金属爪	高速移动	万灵药,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	腐朽的剑	锐利之爪,50,73.53%,20
,,猛攻哑铃	腐朽的剑	锐利之爪,33,73.33%,12
,,焦点镜	腐朽的剑	锐利之爪,8,100.0%,7
,,力量头带	焦点镜	腐朽的剑,5,71.43%,3
,,力量头带	腐朽的剑	连打围巾,12,57.14%,2
,,力量头带	猛攻哑铃	腐朽的剑,9,81.82%,2
13,朽木妖,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,44,4.01%,113,73.86%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SnowDropXR悪,10,76.92%
,,ちゃがてゃ*,9,90.0%
,,ONIC・illuna,9,90.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,木槌		木角		逃脱按键,72,72.0%,32
,,木槌		木角		速度强化,23,76.67%,7
,,咒术		木角		速度强化,12,85.71%,9
,,咒术		木角		逃脱按键,5,62.5%,3
,,木槌		木角		伤药	,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	学习装置	气势头带,42,79.25%,15
,,亿奥斯饼干	学习装置	气势头带,23,71.88%,9
,,学习装置	气势头带	轻石,17,77.27%,7
,,亿奥斯饼干	气势头带	猛攻哑铃,13,59.09%,6
,,学习装置	救援屏障	气势头带,6,54.55%,3
,,学习装置	气势头带	突击背心,9,90.0%,1
,,弱点保险	气势头带	猛攻哑铃,1,100.0%,1
,,咒术手镯	气势头带	猛攻哑铃,1,100.0%,1
,,共鸣护盾	气势头带	猛攻哑铃,1,100.0%,1
14,叶伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,35,3.9%,100,67.11%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,N'shiro_,19,73.08%
,,Vlacan・YT,19,73.08%
,,ZETA_Rom,9,69.23%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,飞叶快刀	燕返		攻击强化,89,68.46%,32
,,飞叶快刀	燕返		逃脱按键,6,85.71%,2
,,飞叶快刀	燕返		万灵药,5,62.5%,5
,,飞叶快刀	叶刃		攻击强化,0,0.0%,2
,,日光刃	叶刃		逃脱按键,0,0.0%,1
,,日光刃	叶刃		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	能量增幅器	锐利之爪,88,67.18%,31
,,充能坠饰	猛攻哑铃	锐利之爪,8,80.0%,1
,,救援屏障	猛攻哑铃	能量增幅器,2,66.67%,1
,,充能坠饰	能量增幅器	锐利之爪,2,66.67%,1
,,充能坠饰	学习装置	猛攻哑铃,0,0.0%,1
15,幸福蛋,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,32,3.8%,118,81.38%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,FakerRotum-,17,85.0%
,,むむ太郎_893,13,59.09%
,,ONIC・Zoe,12,85.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,炸蛋		生蛋		速度强化,91,79.82%,30
,,炸蛋		生蛋		逃脱按键,21,87.5%,2
,,炸蛋		生蛋		万灵药,3,100.0%,2
,,帮助		生蛋		速度强化,1,100.0%,1
,,帮助		神秘守护	速度强化,1,100.0%,1
,,炸蛋		生蛋		得分区控制器,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	进击眼镜,62,84.93%,18
,,学习装置	气势头带	进击眼镜,11,91.67%,4
,,学习装置	救援屏障	气势头带,19,67.86%,3
,,博识眼镜	学习装置	救援屏障,21,87.5%,2
,,学习装置	救援屏障	能量增幅器,3,60.0%,2
,,学习装置	援助头巾	救援屏障,1,100.0%,1
,,学习装置	轻石	进击眼镜,1,100.0%,1
,,学习装置	讲究眼镜	进击眼镜,0,0.0%,1
16,白蓬蓬,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,34,3.64%,91,65.47%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,むむ太郎_893,15,60.0%
,,ʚピーチ姫ɞ,11,78.57%
,,宜保サトシ,8,80.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,花粉团	棉花防守	速度强化,37,59.68%,14
,,花粉团	棉花防守	万灵药,23,69.7%,5
,,花粉团	棉孢子	速度强化,18,75.0%,12
,,花粉团	棉花防守	逃脱按键,5,55.56%,5
,,花粉团	棉孢子	万灵药,2,100.0%,2
,,青草搅拌器	棉孢子	逃脱按键,2,100.0%,2
,,花粉团	棉孢子	得分区控制器,1,100.0%,1
,,花粉团	棉孢子	伤药	,1,100.0%,1
,,花粉团	棉花防守	得分区控制器,1,50.0%,2
,,花粉团	棉孢子	逃脱按键,1,33.33%,3
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	学习装置	救援屏障,26,65.0%,10
,,咒术熏香	学习装置	救援屏障,24,68.57%,4
,,力量头带	咒术熏香	学习装置,10,62.5%,3
,,共鸣护盾	咒术熏香	学习装置,2,40.0%,3
,,共鸣护盾	学习装置	救援屏障,4,66.67%,2
,,咒术熏香	学习装置	轻石,4,57.14%,2
,,博识眼镜	学习装置	救援屏障,11,78.57%,1
,,共鸣护盾	学习装置	进击眼镜,2,100.0%,1
,,学习装置	援助头巾	救援屏障,2,50.0%,1
,,博识眼镜	学习装置	气势头带,1,100.0%,1
,,力量头带	学习装置	轻石,1,100.0%,1
,,力量头带	博识眼镜	学习装置,1,100.0%,1
,,博识眼镜	咒术熏香	学习装置,1,100.0%,1
,,力量头带	学习装置	援助头巾,1,100.0%,1
,,学习装置	救援屏障	轻石,1,33.33%,1
,,共鸣护盾	学习装置	气势头带,0,0.0%,1
17,巨钳螳螂,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,31,3.2%,85,69.67%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,N'shiro_,30,75.0%
,,Anysus,9,81.82%
,,騙さない,5,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,双翼		剑舞		万灵药,60,68.18%,22
,,双翼		二连击	万灵药,23,76.67%,14
,,双翼		二连击	得分区控制器,1,100.0%,1
,,子弹拳	剑舞		万灵药,1,50.0%,2
,,双翼		二连击	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	能量增幅器	锐利之爪,47,67.14%,15
,,力量头带	猛攻哑铃	锐利之爪,18,69.23%,7
,,力量头带	弱点保险	锐利之爪,14,82.35%,4
,,弱点保险	能量增幅器	锐利之爪,2,100.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,1,100.0%,1
,,弱点保险	气势头带	锐利之爪,1,100.0%,1
,,充能坠饰	力量头带	锐利之爪,1,50.0%,1
,,弱点保险	猛攻哑铃	锐利之爪,1,33.33%,1
18,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,39,3.17%,93,76.86%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,俺の名はn,10,83.33%
,,最低学年¹,8,80.0%
,,草蟲ж,7,77.78%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三重攻击	飞踢		万灵药,90,77.59%,37
,,啄钻		飞踢		万灵药,2,50.0%,3
,,三重攻击	高速移动	万灵药,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,充能坠饰	猛攻哑铃	锐利之爪,83,76.15%,30
,,猛攻哑铃	轻石	锐利之爪,5,100.0%,4
,,充能坠饰	猛攻哑铃	轻石,4,80.0%,4
,,充能坠饰	轻石	锐利之爪,1,50.0%,1
19,皮卡丘,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,33,3.12%,82,68.91%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Vlacan・YT,23,74.19%
,,detroitGRUST,6,85.71%
,,Ditto'柊,6,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,电球		伏特攻击	逃脱按键,51,70.83%,20
,,打雷		十万伏特	逃脱按键,21,72.41%,17
,,打雷		伏特攻击	逃脱按键,6,75.0%,5
,,打雷		伏特攻击	速度强化,2,100.0%,2
,,电球		伏特攻击	速度强化,2,33.33%,2
